产品SKU,订单产品数量,订单产品收入
2884,0,0
1951,0,0
619,31,592
1734,0,0
353,0,0
1963,3,91
232,1,47
2703,0,0
1748,0,0
669,0,0
1973,5,208
2388,1,38
598,9,159
309,1,44
1905,19,618
1552,2,106
272,0,0
565,4,121
199,0,0
65,1,35
12,2,105
122,37,790
337,0,0
3426,40,827
2606,19,359
2017,0,0
1234,0,0
172,0,0
23,1,35
131,3,95
556,13,420
77,1,46
399,3,71
1314,1,32
30,3,71
3315,1,46
140,0,0
175,0,0
2517,0,0
211,8,185
426,7,147
2037,14,425
144,0,0
1851,29,643
3224,3,125
249,1,37
472,1,48
570,32,824
473,1,28
90,0,0
1704,1,15
301,0,0
182,1,30
1447,1,13
369,1,37
227,0,0
98,0,0
1732,20,466
231,0,0
2119,0,0
5,2,109
265,18,641
452,0,0
3199,2,87
454,1,33
1532,13,303
1533,3,84
8,0,0
1549,11,281
114,31,580
1129,0,0
1132,3,67
168,10,420
1150,5,199
1782,1,55
2182,23,547
2080,1,42
2516,6,288
3177,36,644
3165,18,398
849,1,43
170,12,353
1811,3,85
74,0,0
1246,1,37
3046,1,31
1298,7,164
808,1,46
3359,35,940
2425,0,0
208,1,28
2069,1,30
3264,0,0
1665,22,542
1934,6,178
1849,24,543
1677,9,234
1852,31,622
214,0,0
180,0,0
91,0,0
3045,2,67
2057,3,32
223,1,7
2520,1,9
1876,6,48
93,0,0
1724,0,0
49,0,0
1885,3,46
1728,0,0
1952,1,25
1955,9,149
1892,10,193
1893,0,0
449,0,0
266,0,0
2937,1,40
162,0,0
1749,0,0
1896,18,360
109,1,30
1530,3,96
269,1,28
112,0,0
2566,0,0
2157,13,372
1767,0,0
1770,24,669
1126,8,291
1556,0,0
1981,3,78
62,39,716
1568,7,134
3163,0,0
1992,1,34
3387,19,444
66,2,101
2512,13,415
17,18,651
1800,5,151
171,0,0
3117,2,93
22,1,25
1924,9,209
2818,0,0
2021,0,0
134,0,0
1929,13,536
3527,0,0
1321,14,332
311,1,44
364,1,26
2072,3,48
139,3,83
210,1,27
2077,0,0
3260,0,0
143,0,0
1858,0,0
1940,18,433
3159,5,239
2919,3,89
252,5,107
1943,1,32
1702,0,0
1867,2,76
181,1,18
299,0,0
149,1,18
2052,1,38
1706,1,17
220,1,34
430,2,90
628,1,39
3049,1,37
3433,0,0
2058,3,34
2059,4,36
305,3,58
95,1,18
256,0,0
2066,0,0
96,0,0
1488,0,0
187,3,35
2389,6,255
2192,28,574
2011,0,0
2016,5,116
397,1,39
421,0,0
3055,1,23
470,0,0
1850,9,215
346,8,309
297,1,36
3265,2,47
183,2,69
303,5,26
304,3,27
259,6,280
101,1,41
1057,39,1309
191,2,61
262,2,54
453,3,101
458,1,35
273,3,71
195,2,52
321,0,0
196,22,412
422,0,0
400,0,0
439,1,29
209,0,0
2996,2,60
3439,2,71
403,0,0
147,21,568
1942,16,478
2877,1,28
383,6,134
3530,1,32
3443,4,99
184,5,128
3446,1,44
44,4,20
618,0,0
546,0,0
831,0,0
228,1,23
229,1,37
2,1,35
410,1,43
2546,0,0
233,3,84
1975,23,716
1982,0,0
235,31,621
642,41,1478
2406,2,75
325,1,28
394,43,1303
1920,2,69
463,1,42
73,3,101
75,6,147
376,0,0
420,2,68
803,23,370
467,3,70
244,1,49
379,2,105
3137,5,80
37,0,0
405,5,106
218,1,25
3050,1,26
444,8,138
186,10,41
1721,0,0
316,1,26
1476,7,153
257,0,0
189,2,50
263,1,35
55,1,34
2549,54,1283
633,15,469
1083,1,44
319,0,0
1902,0,0
113,1,35
2084,1,44
357,1,48
169,0,0
118,3,79
459,3,86
336,13,289
882,0,0
1196,5,75
1202,0,0
124,0,0
3151,15,362
1218,30,754
206,42,1276
239,0,0
843,0,0
243,1,47
378,3,61
3250,1,24
3048,0,0
1846,0,0
2035,2,49
442,1,46
313,6,139
1694,3,88
1430,1,19
1868,1,25
408,1,35
3526,1,46
255,0,0
2067,0,0
448,2,92
3,5,155
53,1,36
4,1,25
2775,0,0
3259,4,112
3435,0,0
389,0,0
634,1,40
610,1,32
2709,5,117
2795,0,0
1775,3,100
3107,6,171
1913,23,538
395,2,80
1805,13,369
851,1,33
3516,1,44
557,11,263
885,0,0
2427,0,0
81,2,77
242,7,150
2521,1,31
33,1,30
1672,0,0
2074,15,300
2048,0,0
1939,0,0
3328,1,22
3440,3,59
3171,0,0
1945,2,115
152,2,60
1946,0,0
221,3,62
3047,3,62
352,3,13
2522,4,39
156,1,8
446,0,0
306,0,0
97,1,23
584,5,131
896,2,47
575,1,49
609,4,134
491,1,45
194,5,127
322,6,178
579,4,173
326,7,174
418,2,54
360,1,47
3179,0,0
425,5,162
3366,0,0
312,5,195
810,2,53
1376,1,39
2045,4,94
3178,2,57
3441,0,0
226,2,53
563,1,26
188,1,18
356,3,59
2525,5,102
460,3,100
323,1,40
236,44,922
1803,3,120
207,0,0
363,4,134
427,0,0
178,5,94
542,4,163
384,3,83
562,0,0
553,7,118
594,3,34
307,1,49
2704,9,293
3042,72,2228
3382,15,332
355,0,0
334,2,59
2154,1,38
3447,0,0
324,2,63
621,12,523
1260,1,37
401,2,62
3445,2,77
3371,1,33
569,4,127
535,3,99
185,3,92
2086,5,24
656,1,44
631,1,16
192,1,30
555,3,50
197,15,419
1911,13,650
784,24,942
339,0,0
623,0,0
464,1,31
361,0,0
362,2,88
489,4,123
636,3,73
650,2,96
245,0,0
3531,1,45
471,1,22
407,2,54
250,6,279
2054,1,36
2764,0,0
318,6,195
643,1,26
961,32,539
962,0,0
173,5,182
1271,5,102
549,1,52
328,2,54
329,2,62
602,1,31
294,1,23
350,2,75
351,3,115
3054,2,58
222,1,29
2095,1,27
526,1,46
763,1,40
1891,6,178
267,31,1054
456,1,40
373,8,260
392,25,456
1785,1,26
358,1,38
622,1,39
359,1,32
774,0,0
2633,2,69
603,11,311
2478,1,47
2090,1,43
367,7,121
3262,2,81
3268,3,75
315,7,179
431,3,104
543,11,139
253,0,0
3528,0,0
801,0,0
2776,1,26
56,7,187
412,0,0
59,0,0
2393,53,2031
838,2,92
69,6,167
599,4,105
398,3,50
2527,6,151
2903,1,45
2523,2,64
429,0,0
2861,0,0
349,3,76
3365,6,104
190,0,0
433,0,0
372,3,98
61,0,0
335,21,342
276,0,0
3356,34,1253
434,1,27
419,0,0
646,0,0
28,5,96
3263,1,35
342,1,30
3316,0,0
3269,5,184
177,0,0
428,6,72
179,0,0
652,0,0
3368,3,99
224,4,47
409,6,32
2450,2,49
445,0,0
481,0,0
768,0,0
573,1,26
782,6,191
551,5,244
497,10,242
823,11,212
3266,8,226
3035,4,111
832,5,122
1007,4,174
580,6,115
752,3,135
798,0,0
825,5,106
767,5,122
811,9,193
780,3,63
486,5,84
830,8,170
929,4,204
613,5,90
1403,7,149
649,4,90
836,4,105
738,6,113
32,7,155
3180,7,128
537,9,246
509,3,80
1501,5,166
2747,3,142
538,9,234
1023,1,44
3453,11,484
571,6,164
480,0,0
604,4,134
513,10,129
833,2,71
758,2,53
3184,7,129
3370,0,0
518,7,214
508,0,0
519,1,31
824,2,77
2381,4,114
3244,14,315
764,49,1710
534,2,99
3363,5,112
699,1,36
627,8,216
512,0,0
490,6,118
1441,10,196
477,3,71
521,2,79
1141,22,547
3053,48,1191
417,1,29
558,1,47
2087,6,220
3270,1,48
3451,4,159
858,1,55
574,0,0
620,3,81
827,5,103
2392,3,85
2892,21,423
528,5,124
2204,2,134
530,10,203
533,0,0
1862,5,120
3267,12,202
561,8,207
278,22,607
3364,12,376
2294,5,181
590,5,38
332,8,330
606,5,238
3051,5,113
554,11,219
697,4,247
566,2,89
344,2,37
499,2,89
2749,134,4619
268,1,25
727,5,100
645,1,42
375,0,0
340,0,0
835,1,35
89,21,320
589,4,56
655,6,135
629,8,164
582,1,33
539,1,25
2206,0,0
700,5,207
488,4,188
3052,6,198
38,55,983
331,5,139
482,3,68
502,5,89
308,0,0
317,14,624
1766,4,151
327,1,63
647,0,0
614,1,32
588,2,80
468,5,182
541,0,0
3436,2,72
2284,1,30
2732,3,151
2302,11,258
581,3,77
617,12,312
3448,4,118
545,3,62
632,5,74
387,1,24
514,3,57
802,0,0
1565,16,725
532,8,214
496,2,81
552,8,130
385,7,45
597,1,47
605,51,1258
7,13,265
193,0,0
600,2,65
142,3,88
637,4,93
501,1,36
386,0,0
847,0,0
640,2,79
794,5,118
644,1,26
587,2,64
330,2,54
2989,3,86
2324,7,107
616,4,140
3182,7,129
544,4,96
595,5,44
450,1,32
607,0,0
2098,1,19
457,3,65
2076,31,1266
391,6,117
1798,3,75
516,5,102
3450,20,461
567,0,0
568,0,0
3252,2,46
638,7,150
219,5,77
225,0,0
806,1,38
711,0,0
736,1,34
333,2,66
672,5,153
733,10,163
1028,9,293
505,8,243
1004,9,348
978,8,191
716,16,408
704,32,508
1012,9,246
1002,16,404
696,12,327
3176,13,242
952,18,457
750,17,334
683,5,105
677,12,331
1003,8,186
983,9,277
3187,11,331
1695,16,313
679,11,220
771,26,513
1018,8,168
3454,1,35
689,7,207
743,12,303
728,9,252
667,3,92
687,11,371
691,15,672
1306,8,310
821,12,251
681,3,86
741,7,106
777,18,357
872,14,439
915,20,474
993,7,234
730,23,839
705,11,236
3185,4,106
1016,5,149
724,8,255
804,13,382
791,27,568
2538,3,60
1864,15,443
10,16,522
686,3,62
844,5,81
744,14,636
775,0,0
692,4,177
786,14,278
948,20,323
757,5,106
678,2,62
702,25,250
769,1,30
726,3,75
662,8,218
760,9,172
799,8,354
661,4,85
820,6,147
742,7,90
996,15,612
665,17,158
762,13,240
818,19,321
708,5,99
2509,2,77
812,11,231
664,13,291
3369,20,361
732,9,144
548,9,255
834,8,254
714,5,77
2036,6,235
796,3,95
659,11,204
729,11,198
706,1,36
793,41,1002
494,11,260
1115,4,193
755,19,377
120,19,574
674,6,244
779,7,274
2093,7,101
829,4,174
493,29,655
809,13,245
751,9,142
479,11,306
695,11,198
476,5,122
722,2,70
707,4,104
126,12,301
723,16,447
815,3,60
1025,6,232
826,12,329
766,5,182
701,3,145
800,19,538
753,7,160
668,10,249
402,1,33
805,7,176
1743,5,189
759,5,186
3367,1,39
520,6,106
3449,0,0
1969,3,58
770,7,120
11,9,292
504,5,82
3357,24,389
119,36,791
737,8,290
772,1,23
523,3,83
2096,6,148
492,2,60
522,6,151
773,5,184
822,5,160
3183,12,274
510,1,21
839,2,99
540,6,186
506,3,73
3272,5,191
787,4,109
3452,11,280
754,4,72
524,7,193
503,2,63
576,4,141
515,8,127
127,6,261
816,4,41
536,14,402
2385,118,4745
277,59,1883
911,43,2049
1941,59,1552
857,106,1944
852,70,2724
870,68,1532
856,47,1908
850,51,1484
855,44,1580
867,24,579
853,56,1906
875,40,1298
897,50,1366
2529,47,1459
861,50,1136
3059,45,1000
863,41,1081
878,56,1540
884,38,833
866,71,1893
3188,37,1313
901,36,1706
877,33,788
874,25,551
892,34,1123
876,34,693
1949,42,1648
3172,30,943
1160,35,1278
860,59,1355
883,34,550
879,23,455
936,29,666
731,34,1440
864,52,2319
913,29,635
3057,38,1734
3372,27,893
869,6,170
3058,31,409
1219,30,1113
898,46,1227
899,24,770
2102,28,772
889,31,941
854,51,834
1252,27,1097
715,14,464
279,13,390
881,25,979
905,28,836
2410,19,641
893,33,726
888,40,1104
928,29,581
984,29,736
873,11,367
880,29,539
895,26,1055
3373,13,447
1006,13,431
886,21,663
859,17,396
908,30,558
1022,32,584
903,28,558
2532,17,437
907,26,569
914,24,356
902,16,491
2091,14,606
2038,72,1686
1017,16,369
890,20,522
438,13,305
2081,6,168
909,37,1052
944,16,680
3186,7,211
959,28,592
927,24,894
969,14,416
1024,19,482
955,29,807
988,21,599
912,37,628
951,34,755
285,20,886
973,18,492
904,28,880
933,26,1014
891,38,1092
922,27,490
925,23,499
1520,16,446
2103,14,401
942,12,398
919,29,526
1000,3,134
992,11,435
1889,18,382
958,18,393
1001,26,402
954,20,384
935,10,319
980,8,197
941,16,590
943,17,583
415,7,236
947,15,513
939,13,576
971,24,421
894,19,682
3374,42,834
966,3,150
945,17,320
203,25,759
957,13,402
964,18,330
934,5,185
1020,22,506
930,7,189
2079,17,520
1005,33,806
916,24,596
970,23,446
977,9,235
500,17,316
953,15,591
693,28,716
435,21,485
2518,3,148
987,14,280
920,16,409
997,26,834
946,4,181
1011,2,55
2739,11,389
717,26,612
2104,9,327
