产品SKU,订单产品数量,订单产品收入
731,0,0
53,1,47
1967,0,0
412,2,59
57,15,323
1752,13,320
576,1,39
4043,2,71
1975,7,209
3893,9,167
3447,1,27
456,1,25
193,0,0
273,1,33
459,3,74
323,0,0
1920,1,35
1804,1,32
19,2,78
2895,1,31
487,3,66
375,1,30
464,1,27
2022,3,84
397,0,0
420,0,0
3859,1,48
400,1,36
80,1,42
467,1,49
242,7,134
1334,0,0
3531,2,107
1356,2,59
2294,0,0
37,1,27
407,0,0
180,1,29
1943,1,21
90,3,78
183,5,179
3054,3,88
3530,0,0
184,0,0
3049,3,50
222,4,107
4060,1,6
2086,1,5
303,1,8
224,5,41
3817,1,24
386,0,0
711,0,0
227,0,0
97,0,0
187,3,29
1732,13,303
54,5,169
4182,16,334
191,1,37
2549,13,332
640,1,26
454,4,137
610,1,42
310,41,883
1764,31,472
4127,0,0
2795,1,49
373,1,34
118,1,29
434,1,30
3918,3,67
324,0,0
200,1,26
643,0,0
358,5,128
4118,5,110
239,2,55
172,0,0
2504,5,88
1626,2,53
647,2,78
557,13,323
364,1,25
2434,1,36
30,4,177
210,1,39
2518,0,0
3994,0,0
3437,1,50
2733,1,28
312,0,0
33,1,37
3964,0,0
1686,32,1133
2048,2,102
405,3,78
756,10,288
2672,13,198
473,2,59
181,1,31
3990,8,297
1945,3,71
220,0,0
351,1,45
3050,1,34
254,2,64
185,0,0
223,1,11
4175,0,0
4039,0,0
409,6,38
768,0,0
446,0,0
316,1,28
188,1,16
106,1,58
1896,10,150
1110,3,50
2154,0,0
2750,3,56
1767,0,0
372,1,36
3821,5,160
114,7,215
272,1,20
276,1,45
687,0,0
1182,7,163
1209,0,0
691,5,156
395,0,0
599,3,84
1805,24,486
126,24,509
4183,1,34
129,3,82
2977,0,0
2025,0,0
376,0,0
360,0,0
77,1,43
421,0,0
3519,0,0
3928,0,0
3308,3,101
28,0,0
3179,1,32
2072,3,36
139,1,48
140,0,0
1663,8,187
3445,0,0
2077,0,0
470,1,41
4135,0,0
143,0,0
294,1,39
1681,1,24
249,1,26
1411,0,0
1939,0,0
250,7,104
38,21,889
1942,19,270
429,0,0
41,0,0
301,3,47
2090,2,62
3443,1,27
3047,1,23
444,1,42
368,4,160
186,7,28
4162,3,26
4134,0,0
3947,0,0
2689,25,875
546,1,48
93,0,0
736,1,48
573,1,19
305,1,17
1475,1,17
831,1,38
657,0,0
1033,2,78
2764,0,0
1066,3,55
17,17,677
530,2,78
3166,1,27
379,2,97
3635,0,0
910,26,468
1868,2,47
702,13,149
349,1,44
315,2,51
3972,1,31
2520,5,40
259,5,231
574,0,0
308,1,30
450,2,61
262,3,66
607,0,0
2180,3,140
2406,1,35
4184,0,0
244,1,35
380,1,38
3439,3,61
4014,1,28
683,2,99
179,0,0
147,4,83
182,2,51
219,2,55
383,8,193
2095,1,28
225,0,0
1057,53,1138
2704,1,37
2381,1,25
356,0,0
598,1,36
166,1,34
235,21,299
197,1,26
3356,29,778
1913,12,283
3838,9,191
1201,1,46
3777,0,0
396,49,905
359,1,32
549,2,77
4080,0,0
588,0,0
738,1,24
177,3,114
471,1,20
2045,2,81
519,1,43
382,1,16
367,7,103
443,1,35
152,3,79
2054,1,49
384,1,37
431,3,59
618,0,0
553,0,0
595,0,0
448,0,0
307,3,61
3338,1,49
620,6,181
451,6,168
930,0,0
1996,5,129
3444,5,189
206,42,838
23,1,38
207,1,25
1823,0,0
1826,1,30
646,3,141
835,1,52
2423,11,350
439,1,29
3989,0,0
721,4,117
2523,1,32
403,0,0
1852,16,522
2440,1,31
2324,1,37
652,1,25
1702,0,0
3262,3,100
767,0,0
253,3,46
629,1,27
604,3,64
793,10,432
605,26,593
2525,3,106
829,5,134
2709,5,181
2892,5,146
2192,8,267
613,1,45
602,0,0
506,3,70
541,1,33
497,5,127
3267,7,128
780,10,189
3109,4,135
3185,2,60
3023,1,30
2248,3,96
4096,17,519
3833,5,89
3269,7,162
589,1,12
590,9,66
638,4,106
502,0,0
1958,10,324
101,3,82
317,1,38
4172,4,166
679,4,97
468,1,32
4185,0,0
3636,3,40
2473,1,47
248,5,118
544,5,77
3634,5,65
521,1,30
504,4,89
3660,16,258
340,5,146
587,1,24
649,3,84
558,1,48
714,1,44
401,1,33
2094,1,29
3901,1,27
2302,7,150
653,5,78
3441,0,0
3268,5,129
3449,1,39
631,0,0
491,0,0
4136,1,29
418,0,0
523,0,0
836,3,97
2088,0,0
2526,3,89
959,4,116
2443,14,608
299,1,21
536,1,20
811,4,113
826,7,181
510,0,0
726,1,29
597,4,89
575,2,60
794,3,146
1111,0,0
514,0,0
2098,10,198
2084,0,0
564,14,541
3357,0,0
515,0,0
417,1,26
73,1,47
532,1,29
533,3,78
330,3,80
568,0,0
212,5,281
2651,3,85
581,3,110
3178,3,42
542,7,185
3365,5,133
628,4,74
846,8,35
333,1,18
594,1,14
449,3,88
4017,0,0
1547,1,35
754,6,117
391,0,0
833,3,69
493,27,473
600,5,147
339,1,27
636,0,0
1326,0,0
4020,4,87
4062,1,45
344,4,54
2039,0,0
3227,2,84
1693,5,164
637,2,41
552,5,116
331,1,25
3433,1,31
582,0,0
355,1,39
321,1,39
832,3,76
528,2,87
758,1,39
3967,1,35
362,1,40
328,3,85
1314,1,36
2638,2,93
650,4,123
245,1,41
4064,0,0
4186,0,0
427,1,35
810,0,0
779,1,50
218,5,84
4187,1,30
3526,2,93
617,5,103
385,2,19
3785,7,39
1476,0,0
1501,1,42
1743,5,145
512,0,0
2157,8,287
554,0,0
336,3,84
539,0,0
1590,5,115
644,1,24
990,6,253
764,24,662
645,1,44
173,2,87
1268,0,0
342,1,39
174,8,166
209,1,39
3048,0,0
4057,2,55
3529,0,0
520,2,52
4139,5,96
3446,5,233
352,3,11
563,4,44
686,1,39
534,5,197
707,6,116
708,1,24
365,7,105
480,0,0
667,5,144
664,5,156
825,11,182
3976,2,96
509,1,19
662,2,93
3718,6,158
815,2,42
786,10,141
314,9,207
948,6,178
999,1,36
516,1,28
716,5,102
2093,5,122
757,1,48
820,5,223
3974,11,227
3453,7,132
432,2,60
503,4,71
1016,5,182
2531,4,152
777,3,68
823,4,68
1719,7,143
676,2,56
2131,3,120
770,5,173
3565,1,40
1025,7,338
3712,10,215
3714,10,305
3789,12,344
606,5,84
1028,1,57
4067,1,37
3641,5,118
743,18,440
724,9,229
718,11,300
704,7,134
706,5,126
1536,0,0
3970,2,75
775,3,145
3295,4,113
3906,1,43
804,6,287
717,6,190
3709,6,120
654,12,308
498,8,188
655,15,298
3056,4,82
857,2,87
798,3,98
4066,9,146
730,7,285
805,11,194
4188,8,234
474,6,121
1965,4,97
586,10,284
2076,17,600
486,5,149
834,1,37
3436,1,35
3905,1,23
817,7,239
571,13,307
753,0,0
569,5,120
2043,6,184
1864,4,154
632,4,63
387,2,68
830,5,133
3993,1,49
4189,3,93
4160,5,119
518,3,101
678,7,150
627,8,257
3182,10,239
3448,5,128
2922,3,79
3904,0,0
782,1,42
3184,1,40
3263,2,64
507,3,52
4138,1,42
4137,2,75
812,1,35
787,3,58
729,6,231
543,10,141
479,13,243
800,3,114
537,5,144
806,0,0
2140,2,59
3836,7,272
550,2,98
3971,10,157
1710,9,140
3183,3,120
1154,2,109
1269,7,240
4158,0,0
661,8,122
561,9,153
4119,9,202
769,0,0
477,1,48
3051,2,63
492,2,79
1915,7,276
3364,25,432
614,0,0
766,2,55
540,1,33
2096,3,54
559,2,66
3903,1,32
524,3,71
3412,0,0
3180,4,102
482,4,91
906,15,673
2049,19,446
3042,46,1061
947,7,274
673,13,367
967,13,477
935,7,252
890,32,712
445,0,0
977,15,262
2738,10,238
953,13,314
861,19,315
685,23,391
973,8,183
987,18,336
3720,15,379
1001,9,158
970,16,321
934,3,110
2100,17,231
1013,2,79
963,9,390
914,11,161
920,17,264
4068,23,427
814,11,226
903,25,952
435,11,284
674,4,132
1002,9,326
955,5,241
961,46,798
591,1,51
658,10,241
2529,19,386
980,7,247
949,11,301
932,9,310
971,16,429
693,20,666
904,19,373
1695,15,447
1024,17,442
4105,3,112
994,29,513
982,7,418
3952,3,78
797,22,400
996,17,499
3841,14,340
747,1,25
776,12,527
2465,20,358
666,31,865
499,0,0
791,21,519
991,25,569
983,9,187
783,9,284
4021,4,120
665,12,86
958,6,150
723,10,365
720,12,252
845,15,473
801,0,0
998,4,157
1027,7,158
1018,8,238
3902,6,204
986,3,150
965,8,303
978,4,105
943,2,97
2923,1,36
939,3,132
975,9,206
1301,7,264
751,7,110
3907,9,211
347,19,558
3374,14,207
688,8,176
981,4,147
957,6,165
508,10,240
771,14,329
3713,11,174
1026,4,69
733,14,221
1012,7,111
4045,5,136
3975,0,0
927,9,220
3273,3,109
2528,4,128
483,5,101
3271,6,164
551,10,290
2739,8,253
672,2,101
1007,3,128
1015,1,38
1004,11,237
946,7,258
681,10,438
3644,18,304
697,9,354
719,1,34
1011,3,68
732,6,186
677,5,100
3790,5,191
3842,17,450
1000,2,72
698,0,0
2104,4,122
1008,11,433
3645,8,220
490,15,290
88,7,203
500,17,250
3716,21,576
526,0,0
1136,5,123
755,3,171
3788,4,126
722,5,164
579,2,102
993,4,134
966,1,59
3452,12,504
1565,15,386
713,6,203
684,7,101
750,5,176
761,10,220
995,5,139
1010,6,227
3234,14,413
689,1,55
818,6,150
741,2,37
799,5,183
4163,11,265
670,8,220
682,5,83
3266,13,177
3719,4,187
821,3,75
844,1,31
762,11,367
476,3,122
267,32,477
3060,5,194
675,10,196
796,4,105
3188,17,612
2530,6,129
725,10,410
851,83,1360
277,53,1088
862,48,1108
911,41,823
868,32,536
870,47,2146
4140,54,960
858,41,1455
855,53,1845
828,25,489
853,40,1004
852,37,1248
872,23,1201
1941,45,819
854,74,1408
3057,28,1131
850,44,1113
1649,54,1450
348,30,1116
901,35,992
3977,25,789
2101,45,859
866,33,1171
863,38,857
2102,18,685
1770,12,395
377,1,29
856,28,718
883,21,674
548,23,449
864,26,1092
878,26,615
1949,39,1160
887,27,701
4164,16,438
875,26,812
511,15,434
1019,18,521
1160,34,636
3997,11,171
3189,69,1019
877,32,709
919,7,339
1252,27,864
789,4,166
882,22,866
1636,16,405
879,14,354
4165,0,0
865,26,848
848,0,0
1022,22,367
952,18,316
1214,12,632
3372,32,593
936,10,415
1219,18,367
859,10,251
3840,8,362
1014,23,510
69,19,424
874,50,527
897,17,744
889,18,457
893,23,473
2103,16,482
891,41,1147
3643,29,489
892,21,632
3187,59,1206
931,15,311
3998,6,110
880,25,489
2010,19,465
895,17,569
886,19,335
894,15,434
888,21,673
896,26,316
869,22,404
871,18,305
912,11,273
2222,2,75
954,13,177
944,16,408
660,9,255
876,25,556
988,15,588
909,9,207
942,12,405
884,18,503
907,18,505
873,11,361
3996,11,278
976,43,901
1889,13,381
1520,12,366
669,9,428
867,27,422
2237,22,298
928,14,255
1017,11,337
916,9,425
940,10,227
899,18,394
908,14,619
984,19,328
989,14,387
1097,8,271
924,10,221
941,20,696
572,1,62
709,10,190
962,11,333
3908,18,314
3978,21,402
4044,8,131
969,14,327
2091,4,269
905,12,307
4111,39,792
902,7,135
1003,12,402
1087,17,217
881,12,448
898,9,291
923,18,343
997,8,292
992,10,221
663,15,305
1006,13,270
922,9,312
937,11,409
694,5,174
3578,1,29
2107,0,0
1890,1,40
1034,10,300
1036,5,250
1733,0,0
2916,0,0
2461,2,53
100,0,0
102,0,0
1739,16,309
1963,2,96
2779,0,0
1511,3,92
1065,0,0
1071,3,48
1744,0,0
3035,3,76
2134,1,43
1079,1,25
2382,2,52
3910,14,443
1751,8,375
2137,0,0
3725,0,0
1971,10,307
1972,3,95
2145,0,0
1755,0,0
3980,9,174
4016,1,29
4097,1,31
4000,17,308
611,5,286
2151,0,0
111,5,107
1761,9,375
1762,13,396
1543,1,31
1116,0,0
4022,0,0
4190,10,261
4173,4,139
3595,1,29
1549,3,83
1124,5,135
3969,14,305
2165,11,220
1982,1,35
2168,8,299
1773,0,0
2575,3,85
2890,2,93
1984,21,405
1776,9,262
1777,11,223
3205,1,48
3580,0,0
3163,1,41
3174,1,33
1781,3,63
2799,0,0
1992,0,0
1912,0,0
1152,1,36
1995,0,0
1155,7,160
2801,0,0
1997,10,370
1999,7,118
4177,1,47
900,7,353
1161,0,0
65,0,0
14,2,81
1167,3,50
2403,16,444
3514,2,116
1584,6,164
1793,23,471
279,3,70
2201,2,103
3112,1,41
1187,4,89
1197,0,0
281,7,238
1922,2,76
3177,1,27
2011,0,0
3992,1,30
1208,0,0
1601,13,306
1798,1,30
122,10,244
2601,0,0
2968,0,0
622,0,0
3776,9,249
3150,14,319
3393,5,89
2503,4,114
3549,1,21
3886,4,139
3922,9,177
3432,18,306
840,13,245
3985,0,0
2230,0,0
72,15,286
3551,0,0
2021,1,43
4078,0,0
132,5,141
2825,0,0
1817,1,29
3925,3,58
2416,0,0
1249,0,0
465,0,0
1824,7,221
1255,0,0
2244,2,89
1625,11,253
327,0,0
2026,6,234
1629,2,72
3213,1,43
1631,10,253
1278,6,226
3046,1,36
3517,17,371
1831,1,35
2421,0,0
1298,0,0
1641,9,309
4178,12,333
3861,1,52
4191,1,32
3521,4,82
2730,0,0
1838,0,0
1840,0,0
2644,0,0
2901,3,62
2283,0,0
1337,2,57
4192,1,32
1347,3,91
211,3,77
1349,1,39
3451,0,0
1362,4,170
3041,0,0
1665,12,281
1370,7,158
3619,4,89
1672,0,0
34,0,0
1377,13,346
1378,5,185
213,6,210
1384,17,275
2308,7,148
1679,1,45
951,1,52
2663,5,139
145,0,0
2735,4,79
2475,1,31
1685,1,30
2757,5,88
1401,0,0
2047,1,27
3225,1,31
2442,0,0
3007,3,90
2494,5,125
2322,7,171
1416,2,97
1418,0,0
313,2,56
570,5,177
1426,1,21
2446,22,537
2330,7,216
3228,0,0
1698,10,217
1699,2,77
1701,0,0
1433,0,0
3410,1,26
2052,1,25
4083,0,0
2920,0,0
2918,0,0
3045,5,119
43,1,11
4193,0,0
4114,0,0
155,0,0
255,1,4
4153,0,0
4084,1,6
4094,1,8
1714,0,0
4194,0,0
1449,0,0
4195,1,7
3757,0,0
3818,1,41
1455,1,41
4130,3,99
4196,11,357
2454,4,151
656,0,0
2360,1,26
1882,0,0
1474,0,0
1885,0,0
2066,0,0
3422,0,0
1727,1,16
3586,1,41
1731,11,176
4157,14,232
3080,0,0
1954,0,0
4023,8,148
619,12,349
3456,0,0
230,0,0
1735,0,0
1959,1,36
4,1,48
1962,3,75
1964,1,45
3465,0,0
266,0,0
452,0,0
1746,13,494
1748,0,0
1750,5,113
3911,5,141
2748,8,279
2759,1,42
3782,0,0
1525,1,44
1527,5,186
1095,5,173
2387,3,85
1106,3,111
4055,4,85
269,0,0
1902,0,0
4197,3,82
457,1,41
3786,1,32
1126,3,64
10,5,139
1558,0,0
4198,0,0
1560,3,50
335,12,236
1567,1,35
1569,5,138
1780,10,174
1988,3,58
198,7,242
1150,1,45
1993,11,328
393,0,0
1788,5,298
1579,1,49
3854,3,173
1580,5,151
4102,1,49
236,17,852
325,0,0
