产品SKU,订单产品数量,订单产品收入
1005,20,687
2376,41,1110
230,1,40
231,0,0
1961,1,49
233,0,0
265,17,1087
1542,14,220
1902,0,0
59,1,41
1132,2,54
2586,0,0
1160,1,42
13,21,870
1187,23,673
2606,23,433
1609,17,646
1811,2,56
171,0,0
22,1,42
2021,0,0
172,1,30
240,1,39
2022,1,46
935,0,0
287,0,0
2025,1,33
1298,5,116
2423,33,438
79,11,362
2517,1,47
2507,7,237
31,2,115
177,1,26
2293,8,233
2070,3,82
292,34,964
406,0,0
180,1,28
1867,0,0
3171,0,0
1945,4,124
444,7,179
43,1,10
155,5,28
2520,7,28
1447,6,62
158,1,32
1724,3,78
1886,1,19
97,0,0
1492,4,143
619,23,382
266,0,0
106,7,303
1070,0,0
1755,1,53
2388,1,43
269,1,48
1767,0,0
1904,0,0
1552,3,125
1981,16,475
168,24,656
1142,16,412
1782,4,208
2914,3,89
1808,20,617
1812,1,41
1234,0,0
239,1,39
130,0,0
517,0,0
73,0,0
132,7,239
2023,15,514
133,1,43
975,1,40
81,2,51
378,0,0
210,5,127
469,0,0
1845,0,0
1934,10,371
34,1,37
295,33,744
1857,38,914
249,1,26
1862,1,43
2330,14,626
1702,2,66
1868,0,0
1946,3,124
430,3,70
2055,7,202
1947,2,70
2057,5,38
2058,5,68
1875,1,7
255,0,0
302,0,0
848,1,32
49,0,0
95,1,22
228,3,40
98,0,0
370,14,291
2884,4,107
258,3,80
260,1,46
189,0,0
1737,2,108
1057,54,1612
1897,9,187
1522,7,171
58,6,161
8,1,42
1770,27,1218
2708,21,414
2921,2,80
274,15,391
1985,1,46
11,11,451
1580,13,447
203,36,720
740,6,153
69,10,419
2503,14,362
2020,3,117
131,0,0
74,3,99
3175,16,765
286,0,0
1259,5,99
3046,0,0
3176,2,104
2081,19,375
288,1,32
30,0,0
2993,1,30
1343,1,31
2077,0,0
1933,3,62
32,6,108
2294,1,53
247,13,432
3169,1,26
570,33,777
2443,0,0
1700,0,0
181,0,0
90,0,0
301,0,0
443,1,23
91,1,26
1725,1,21
187,0,0
1728,0,0
190,0,0
1894,30,521
450,0,0
451,2,75
317,15,579
1900,5,160
112,1,24
1549,13,508
357,5,107
278,55,1549
415,7,255
3177,18,406
566,7,181
19,1,41
623,1,36
207,1,36
361,1,39
420,1,33
422,0,0
403,0,0
366,22,776
147,18,505
1430,0,0
40,1,22
182,5,135
222,8,146
2345,9,28
2522,4,26
386,0,0
226,1,32
1739,13,330
55,0,0
453,1,28
389,3,73
356,2,76
310,125,2740
113,0,0
272,1,23
1992,2,93
1920,3,51
2016,5,142
931,0,0
1814,1,27
843,5,127
2510,3,89
364,1,30
209,1,67
2523,3,61
1672,2,45
248,26,550
2048,3,65
442,2,93
1939,0,0
348,1,43
1446,7,44
46,6,54
225,1,29
227,0,0
2066,3,70
353,7,207
411,0,0
449,0,0
262,2,55
1895,5,93
1748,1,41
608,0,0
634,2,88
1975,43,1257
111,11,397
61,1,49
1775,1,56
3163,1,38
197,4,105
336,8,167
66,1,33
200,2,96
2011,2,80
1799,32,1206
124,3,121
2015,10,289
437,13,453
1821,3,59
774,1,32
242,7,114
244,0,0
1665,13,558
2035,6,181
293,0,0
428,6,80
297,0,0
252,6,92
3178,2,47
42,4,138
183,4,76
3050,3,67
185,3,102
1721,1,27
48,0,0
50,2,30
229,0,0
1951,0,0
4,1,46
103,3,77
527,1,41
2776,0,0
454,0,0
319,4,92
268,3,54
611,6,355
309,3,81
271,1,43
1982,1,34
2795,1,28
169,1,27
118,1,40
463,2,95
645,1,45
376,0,0
2257,3,111
557,18,421
2260,31,923
399,3,58
2633,3,64
243,1,46
2518,1,32
470,1,45
246,0,0
2733,8,130
3041,1,45
2074,17,450
345,2,68
346,9,256
214,3,45
216,17,341
217,4,129
300,1,22
383,3,68
3054,4,58
3049,1,44
223,6,49
2060,4,16
1719,2,71
256,0,0
1734,0,0
1047,1,30
1893,1,30
101,1,36
163,19,368
1764,32,636
2393,81,2529
273,1,24
414,2,54
198,11,190
392,24,818
236,35,996
642,41,1338
1210,1,48
122,53,1552
1231,3,86
419,0,0
1240,16,301
1926,1,28
75,0,0
807,3,88
1299,11,389
1833,58,1322
803,11,491
624,1,24
78,0,0
140,1,30
82,8,192
1846,1,33
143,0,0
294,0,0
405,7,161
2316,1,33
407,1,43
1940,19,508
473,3,53
3047,2,69
1720,1,18
96,1,29
318,2,85
598,4,146
193,1,36
1905,15,422
434,5,153
529,3,95
421,2,58
2521,0,0
785,2,94
427,2,71
349,4,136
333,1,27
307,2,85
2764,4,110
264,3,140
2012,9,213
206,71,1478
398,5,89
3179,0,0
312,6,148
344,6,113
788,12,455
552,10,235
3180,3,99
384,0,0
184,10,226
2511,5,24
303,10,80
592,3,35
2538,12,284
1891,4,74
547,5,117
433,5,140
640,9,176
334,1,45
564,25,469
321,6,130
646,3,125
360,9,140
343,1,44
603,15,239
179,5,108
2324,0,0
520,8,132
590,2,28
1441,4,105
220,9,154
350,0,0
351,4,171
2095,0,0
44,13,57
618,0,0
369,1,38
502,1,36
448,4,104
390,4,89
2084,1,35
458,6,133
275,3,79
373,4,219
1913,47,1330
395,3,130
328,5,140
329,3,56
2989,6,109
3055,7,125
2033,20,545
425,1,34
33,0,0
637,6,143
3181,2,95
219,5,195
657,1,28
2,2,51
354,1,38
483,3,91
597,5,137
1022,0,0
355,0,0
276,0,0
199,11,272
1785,0,0
65,1,46
324,6,174
2516,15,350
15,3,132
1805,29,483
359,3,62
397,1,37
77,0,0
28,0,0
400,2,99
2069,9,146
468,0,0
472,6,174
2444,6,311
253,3,81
768,0,0
47,4,92
2075,1,25
1497,1,28
53,0,0
2704,7,214
606,4,126
162,3,78
372,1,22
194,4,184
391,3,76
195,3,83
335,17,739
1174,6,132
2193,7,235
578,18,614
68,22,399
337,4,103
71,1,41
851,1,33
648,3,91
1321,18,385
208,11,155
2088,1,46
3000,2,108
37,1,30
429,3,71
152,3,79
537,5,94
2059,1,7
186,16,73
156,6,34
305,1,27
188,4,58
259,6,290
1508,29,1307
727,1,26
166,1,30
1996,15,327
622,4,152
3117,3,54
467,1,26
379,0,0
424,3,86
471,1,30
250,7,174
1942,22,453
2083,4,174
299,1,28
2877,3,88
3182,3,68
846,11,41
93,0,0
257,3,110
1501,3,84
410,1,38
387,0,0
456,3,77
802,0,0
1598,5,94
1202,2,67
362,3,102
2072,3,72
1334,1,30
175,1,30
