产品SKU,订单产品数量,订单产品收入
98,1,47
1,0,0
619,10,397
1501,6,127
230,0,0
354,1,49
55,1,36
108,0,0
109,0,0
2749,83,3550
2388,0,0
112,0,0
309,0,0
1764,38,1023
1126,12,219
1982,1,50
1908,9,157
168,21,502
118,1,45
1911,21,611
3387,17,398
3107,14,197
278,27,906
1593,1,43
358,1,36
2760,7,327
17,28,721
1800,3,68
68,1,34
124,0,0
1218,15,487
2016,9,192
71,2,66
1811,5,91
1234,1,24
419,0,0
1240,33,658
74,0,0
75,0,0
1260,3,121
137,3,92
1839,3,53
2902,1,31
175,1,30
210,2,89
2284,2,70
3269,2,87
3439,0,0
290,0,0
3260,0,0
1934,12,333
2037,20,435
472,9,226
2919,4,108
1868,1,32
151,3,65
3050,4,78
3045,3,68
186,9,43
2520,14,66
1727,0,0
2884,2,87
260,3,83
1734,0,0
353,0,0
232,1,34
1744,7,125
1973,18,550
1762,10,285
1902,0,0
114,19,789
166,3,65
3163,0,0
1142,7,267
1572,9,139
66,4,97
200,0,0
415,1,38
1915,7,99
1916,8,225
15,3,86
2808,15,401
437,5,125
1612,1,35
131,2,95
1246,1,34
556,19,597
25,0,0
76,0,0
1278,9,342
2258,0,0
1319,10,292
1321,6,303
80,5,119
439,1,31
2069,2,66
3048,0,0
246,0,0
2298,27,516
1849,22,763
144,2,59
2038,45,996
346,5,153
347,13,370
295,35,835
406,2,49
1863,0,0
1943,0,0
218,1,19
2090,3,57
431,3,91
1712,0,0
2060,4,36
3261,1,8
49,0,0
2065,2,48
306,3,72
1731,23,622
960,29,507
1492,1,47
1952,2,70
1955,12,256
2916,0,0
1502,3,155
1735,0,0
231,0,0
4,1,39
451,4,110
3259,2,84
265,17,825
452,1,33
1513,2,60
1748,1,42
608,0,0
1083,0,0
611,11,495
1900,3,109
1540,10,296
8,1,52
1549,18,505
1132,1,25
2890,4,88
275,0,0
169,3,52
236,35,860
1190,11,437
3150,19,444
2015,0,0
1814,0,0
2022,1,42
2023,30,534
1255,3,61
1830,4,133
807,9,204
1297,1,27
422,0,0
2030,2,82
843,1,32
81,0,0
1932,0,0
2072,3,47
140,0,0
2517,0,0
343,1,29
1355,1,25
1672,1,30
34,2,97
1379,2,102
2074,13,463
366,15,617
249,1,35
1858,1,44
1411,0,0
1697,21,478
148,0,0
1704,0,0
3440,0,0
3441,0,0
91,1,30
254,0,0
2057,3,30
2059,3,18
2522,6,39
156,3,15
158,1,23
96,0,0
307,1,36
2703,1,46
233,2,62
607,1,50
1975,30,756
598,10,337
457,1,37
391,3,128
357,1,40
434,0,0
463,3,145
623,1,43
464,0,0
77,0,0
568,1,29
208,2,52
3442,1,38
378,0,0
2088,6,103
2518,0,0
424,0,0
425,2,79
470,3,95
2048,4,119
183,6,140
220,3,126
221,1,29
222,4,70
1947,5,56
352,3,19
409,5,30
227,1,35
188,7,114
1508,21,639
584,0,0
2776,3,82
2764,1,46
389,1,24
634,2,72
356,2,93
456,3,72
270,1,33
2709,3,94
273,1,24
1008,1,33
337,1,34
2814,1,45
2719,3,88
420,5,134
1306,3,70
244,3,85
2991,0,0
2903,1,44
3371,2,91
312,7,180
294,5,107
407,0,0
1430,1,22
1945,4,131
444,2,81
3433,3,85
304,4,23
93,0,0
256,3,34
1961,0,0
449,1,33
1057,60,1621
412,0,0
192,0,0
1755,7,258
269,1,43
59,1,38
458,2,71
325,1,25
3165,10,211
2914,4,156
22,0,0
397,0,0
774,3,109
399,0,0
1652,0,0
2510,5,81
1846,1,36
177,2,53
345,13,220
214,4,60
298,3,66
252,3,52
473,0,0
2054,5,83
408,3,87
3443,3,88
3047,7,158
44,8,43
224,5,27
446,2,50
257,1,40
258,1,32
2,0,0
2538,9,211
1733,1,35
99,40,944
1070,1,43
3042,32,1873
1760,1,39
739,0,0
310,81,2416
2393,79,2142
196,17,314
198,17,334
13,11,271
2192,30,597
3444,1,52
1920,2,82
968,0,0
1926,4,148
1298,6,97
2425,0,0
1833,38,1253
400,0,0
624,1,35
82,0,0
143,0,0
2293,5,158
2035,4,119
292,22,480
1857,32,875
3328,5,80
3262,1,34
3049,5,92
226,1,22
228,0,0
50,3,52
370,9,343
2546,0,0
266,0,0
162,0,0
6,8,174
1767,0,0
115,3,99
2168,8,424
61,1,46
195,4,124
235,43,769
1141,8,193
1912,5,140
1155,7,138
392,31,810
199,1,42
65,0,0
642,17,594
2012,10,188
170,31,743
465,3,100
2025,0,0
328,1,28
2278,6,216
311,0,0
468,0,0
139,2,58
3264,0,0
1845,1,51
3445,3,116
442,0,0
147,25,539
313,8,148
180,1,36
351,0,0
430,2,89
3446,1,39
1875,2,25
385,3,16
46,5,38
445,2,84
526,1,51
1720,1,21
305,0,0
95,0,0
187,5,54
262,1,39
512,1,33
2892,23,678
1992,0,0
3357,7,154
838,13,242
398,9,136
363,5,195
330,5,95
3179,1,33
405,4,109
552,14,198
638,7,201
1752,4,198
454,1,40
514,5,117
3447,0,0
2795,1,30
578,38,697
207,1,26
647,1,26
810,7,110
2045,7,89
1441,10,243
2450,3,50
631,2,45
547,0,0
308,7,135
191,0,0
575,1,51
268,0,0
2098,5,124
335,18,450
460,7,170
579,7,275
567,2,97
329,4,104
803,31,608
921,2,58
423,6,240
2527,6,138
2989,1,23
496,5,138
3055,1,33
3001,6,181
179,4,130
652,3,44
350,4,87
546,1,48
1891,1,44
410,4,157
334,11,338
372,1,34
276,3,139
336,3,115
1785,0,0
324,0,0
643,2,67
3177,46,1032
339,0,0
376,8,157
360,1,44
785,2,66
3366,1,30
2294,7,127
1376,2,67
297,0,0
581,12,285
2083,8,297
589,2,32
349,6,104
617,3,130
369,1,21
1476,3,73
453,1,41
1905,7,212
321,3,113
395,3,54
206,47,1467
1805,6,331
173,1,24
646,1,28
557,7,168
421,0,0
467,7,160
209,3,99
2521,1,44
245,1,49
1942,37,626
2877,1,42
654,5,72
315,7,243
253,4,134
3448,4,100
657,1,18
229,0,0
259,2,104
53,0,0
319,0,0
2084,0,0
555,2,62
69,13,269
645,0,0
3117,0,0
361,4,143
2633,1,28
2434,5,134
1402,0,0
3178,2,63
383,0,0
655,3,83
2095,1,45
185,1,34
448,0,0
459,0,0
621,13,393
2406,4,140
2599,11,306
1212,4,186
2606,29,588
340,1,36
3359,20,705
28,1,43
3263,5,83
541,0,0
31,3,121
427,4,90
429,1,47
367,4,86
3054,6,73
184,8,253
474,3,95
573,3,56
1951,3,81
189,1,26
450,0,0
318,3,52
610,0,0
564,15,333
1023,1,32
3356,40,1404
539,4,87
2011,4,137
1798,3,113
73,2,80
362,0,0
379,1,46
401,2,65
33,1,20
2036,1,36
428,3,39
248,18,491
37,0,0
299,0,0
219,4,192
152,1,31
618,0,0
3449,0,0
649,1,42
558,5,80
3270,3,101
518,4,107
490,8,188
816,5,54
770,6,158
197,12,430
773,5,126
3370,4,83
3369,19,481
811,17,398
727,7,245
486,1,26
2096,6,173
674,10,508
520,9,121
331,19,362
763,5,107
827,3,107
515,3,79
614,7,159
535,13,232
823,1,24
492,3,130
738,6,181
3052,11,349
501,1,44
793,35,881
317,1,66
3035,1,27
113,0,0
322,5,166
504,5,118
2206,2,68
824,3,119
3368,8,378
826,6,116
620,5,122
1168,13,497
488,4,207
2087,5,155
38,56,887
801,1,36
433,5,95
1638,2,91
342,3,66
3363,0,0
544,10,155
499,0,0
553,1,20
538,4,117
516,1,39
540,0,0
250,3,133
767,15,397
571,11,209
481,2,63
836,6,115
779,3,84
542,9,162
479,7,157
537,8,234
545,0,0
510,3,47
513,9,132
794,6,238
832,10,186
871,3,126
532,6,114
587,5,96
3436,0,0
178,13,255
590,1,18
627,6,246
314,7,193
768,3,141
574,3,84
1081,7,227
697,7,343
3053,30,780
417,2,77
418,3,82
530,3,118
551,3,93
628,5,127
629,11,167
502,1,20
594,1,16
2704,16,518
640,1,31
644,0,0
566,5,159
3450,13,348
766,2,77
524,7,135
332,12,253
817,12,339
561,6,155
225,0,0
806,0,0
847,1,46
656,0,0
1497,1,29
521,1,31
839,2,84
580,3,68
533,1,25
602,1,43
603,19,364
1850,6,220
480,0,0
831,0,0
387,1,38
712,5,153
477,1,45
600,1,48
375,2,57
1271,3,92
588,5,111
489,7,148
2094,2,76
2993,6,144
142,3,149
2478,2,105
711,1,54
316,7,90
632,1,14
597,3,79
633,31,730
3051,3,62
2525,1,36
194,5,176
802,0,0
967,9,250
327,1,59
549,0,0
3451,3,72
344,8,99
403,0,0
2324,4,111
637,1,30
616,15,334
3183,6,190
563,3,63
595,0,0
373,4,116
650,10,283
1862,5,145
182,10,264
384,11,338
3268,4,75
536,3,62
3452,11,222
386,3,111
562,0,0
605,47,970
554,1,36
1766,5,213
193,1,22
528,7,109
534,2,95
3182,8,206
543,5,123
482,5,145
606,10,211
355,1,61
491,1,28
323,7,159
565,9,179
2516,6,299
394,46,1207
622,3,83
599,2,102
613,3,70
636,0,0
364,4,89
3250,2,86
2732,2,60
2526,8,206
471,2,55
3180,1,41
3365,7,125
3453,3,119
2086,2,16
333,1,29
582,4,92
682,7,285
689,9,253
666,24,594
733,5,135
991,37,575
695,9,196
722,11,336
1014,45,869
996,11,463
1010,11,382
729,6,190
975,8,374
750,6,205
667,2,73
1403,1,26
743,7,209
713,21,424
3271,12,280
687,17,247
683,13,506
699,3,70
672,9,272
690,11,265
688,21,276
716,8,232
932,8,313
952,18,566
704,26,404
1028,7,201
692,18,431
844,7,146
661,19,235
929,3,88
691,13,612
3060,6,228
786,9,93
718,17,524
702,20,475
