产品SKU,订单产品数量,订单产品收入
98,1,52
229,1,20
450,0,0
2703,2,52
2704,5,171
607,1,39
512,1,22
1530,0,0
1770,8,238
114,14,376
115,3,62
61,3,68
169,1,29
118,3,93
276,0,0
565,1,26
2714,2,69
17,15,449
3297,3,59
124,1,34
129,1,49
1814,1,37
1240,11,164
207,0,0
2022,3,67
25,6,173
2025,1,37
488,3,69
467,4,165
208,2,82
439,9,285
242,3,89
364,1,33
2072,3,94
468,1,30
138,0,0
2521,0,0
2517,1,29
289,7,169
343,3,141
290,1,21
291,0,0
1934,1,28
2035,11,219
1376,0,0
179,5,95
407,0,0
824,2,64
180,1,29
1868,1,28
218,0,0
3990,3,82
183,3,54
220,3,59
44,8,25
2060,3,14
2520,6,30
545,0,0
256,4,85
188,1,18
583,3,83
1057,32,1346
233,4,97
633,23,485
453,1,29
1896,11,249
2135,3,139
412,1,43
192,1,38
2154,1,25
1904,1,34
2708,13,294
2167,1,29
1132,0,0
321,1,47
3163,2,96
459,1,42
3292,1,51
3444,7,190
325,3,43
2011,4,125
493,39,838
68,5,178
69,16,579
1218,41,909
463,0,0
1804,2,75
1812,0,0
464,0,0
2023,10,299
75,1,28
1930,0,0
422,1,33
3928,0,0
28,0,0
400,1,40
136,2,61
3349,10,489
311,0,0
140,1,42
83,35,780
33,0,0
3041,1,40
144,1,36
249,1,38
297,1,41
250,4,130
1940,10,396
2673,38,811
252,10,249
3328,1,25
41,0,0
3171,1,15
301,1,30
1945,0,0
253,1,27
368,3,105
1712,3,16
3261,4,29
1719,4,151
736,0,0
502,0,0
563,1,14
2066,0,0
1497,0,0
2,1,41
2537,13,279
2538,9,266
1005,31,608
230,0,0
452,1,36
1969,13,236
3910,17,316
3984,0,0
1751,7,128
2922,5,232
3466,4,102
389,1,45
3199,0,0
1759,5,227
2389,2,55
3285,1,31
1767,0,0
728,0,0
357,1,25
199,4,161
2001,19,622
3899,4,117
415,3,114
2516,2,112
1189,2,72
358,5,117
203,14,351
2490,2,50
1202,1,43
1208,0,0
1220,21,934
437,1,50
1231,1,55
2019,1,54
22,0,0
2915,1,31
580,2,52
1255,1,32
2505,1,25
1299,6,126
3483,3,74
3957,0,0
2425,0,0
81,0,0
209,0,0
3989,0,0
139,1,31
175,0,0
3678,0,0
1360,5,126
2519,3,79
1672,0,0
34,0,0
294,0,0
86,4,110
2475,1,34
1856,3,85
1702,0,0
3877,1,20
42,3,74
152,1,26
408,1,33
91,3,80
222,1,38
1874,5,84
2058,2,27
153,1,11
3438,1,40
1720,0,0
305,0,0
831,0,0
306,0,0
97,0,0
259,0,0
190,3,79
3511,8,206
634,1,45
235,14,447
336,9,184
395,0,0
3364,15,305
338,64,2295
3967,1,43
645,0,0
359,1,33
360,3,116
2638,3,55
3264,0,0
1942,27,516
148,0,0
3875,22,297
3262,2,86
3446,2,77
352,13,59
303,7,37
745,0,0
307,0,0
191,0,0
451,4,92
1549,30,750
1905,4,192
1992,3,102
3356,27,604
200,1,28
2206,0,0
337,1,41
3298,0,0
1802,25,444
599,0,0
239,3,90
929,1,33
3046,1,52
329,2,76
636,1,25
624,0,0
3521,5,93
3993,1,34
3445,1,59
3531,5,178
3962,3,69
403,1,37
858,3,57
3265,1,26
542,2,75
350,2,65
430,3,55
3526,4,125
184,5,89
2056,1,41
768,0,0
711,0,0
1476,1,24
257,4,124
308,0,0
162,1,24
193,1,25
2709,7,134
373,9,236
434,1,47
1996,19,439
236,33,1288
2085,1,29
339,0,0
340,1,38
523,0,0
558,1,45
1326,3,71
244,1,49
379,1,43
3987,1,41
1348,0,0
3437,0,0
3440,3,50
182,1,36
367,7,99
3443,1,33
629,4,125
224,10,56
573,1,28
2884,2,87
189,0,0
449,1,45
262,6,128
317,5,263
878,1,42
2131,2,56
1748,0,0
454,5,113
268,1,41
610,0,0
3835,1,42
322,1,28
323,1,25
392,8,284
644,0,0
3151,8,281
376,1,34
470,0,0
471,0,0
178,3,59
214,1,35
473,0,0
2051,0,0
653,3,49
3049,4,99
49,1,20
1501,0,0
53,1,25
1975,20,654
2393,72,1815
63,2,97
1785,0,0
539,0,0
13,16,732
1588,1,43
171,1,41
172,1,44
73,0,0
77,0,0
421,0,0
330,3,55
243,3,70
1842,1,20
174,11,443
3994,0,0
246,3,47
3260,1,43
248,10,446
472,1,32
147,13,360
429,0,0
1706,5,73
443,1,38
383,3,101
3530,3,54
3047,3,72
3050,6,90
3947,0,0
225,1,48
481,0,0
546,0,0
187,1,21
267,28,831
2525,2,50
832,5,90
486,2,57
3053,30,621
1269,2,82
496,1,53
2045,3,72
2876,12,179
3182,6,115
543,6,193
3972,1,26
333,1,26
640,1,31
576,3,74
538,1,35
758,0,0
126,15,289
568,2,64
142,1,29
3441,1,30
617,3,63
3448,9,189
387,1,44
356,2,63
1543,0,0
2098,0,0
491,0,0
782,3,77
420,0,0
567,4,85
738,1,27
3263,1,29
650,2,75
3048,2,91
245,2,69
823,1,23
581,1,38
351,3,86
3054,15,182
571,5,135
1891,2,71
604,3,128
597,3,70
2381,6,142
827,1,26
3107,13,211
1181,4,152
417,1,36
600,1,28
516,1,37
835,2,91
649,0,0
401,4,117
2087,2,75
344,4,69
569,1,32
729,3,117
637,5,95
331,7,228
2749,116,2559
575,0,0
477,5,135
456,1,39
3915,1,51
1803,6,180
3708,31,545
587,1,43
3906,1,43
2434,1,44
3269,9,225
743,5,182
3178,5,72
90,2,37
384,5,172
482,3,86
510,0,0
631,0,0
1743,1,40
59,1,44
2953,1,29
700,11,322
1805,12,521
532,0,0
588,1,38
328,1,38
378,6,126
3439,1,44
143,1,49
524,3,70
2444,1,31
804,1,44
382,1,21
1441,5,169
2054,6,171
526,1,53
446,0,0
574,1,46
4,0,0
620,0,0
2747,1,35
3447,0,0
372,0,0
273,1,41
324,0,0
120,18,437
206,34,1357
3117,1,41
646,2,79
362,2,80
602,3,85
3824,11,241
427,4,128
2039,3,142
519,4,130
299,2,47
3897,3,46
3433,0,0
3817,3,46
806,0,0
632,2,46
3455,0,0
355,0,0
514,1,39
2084,0,0
754,6,257
457,3,133
2794,3,75
391,1,43
833,6,99
1913,15,694
621,11,317
528,5,124
764,46,1142
418,1,25
533,3,76
3861,11,175
3934,5,113
2518,0,0
2523,1,45
3901,3,92
2324,0,0
38,40,861
1862,3,125
652,2,51
181,2,57
3900,1,16
2095,2,76
444,0,0
385,7,35
3449,0,0
2764,3,62
3995,10,203
1154,1,48
643,3,72
579,4,118
173,2,57
647,1,45
549,0,0
397,1,35
3519,1,30
3932,17,396
3179,1,37
2510,3,46
3833,3,78
3804,0,0
3635,0,0
3636,0,0
312,6,132
810,1,29
2036,0,0
296,17,490
1686,52,823
1946,4,131
3180,0,0
221,5,116
185,8,154
409,15,71
304,8,78
562,0,0
759,0,0
798,0,0
506,2,62
3436,1,37
3,9,226
54,11,190
686,7,195
476,8,232
3905,3,80
589,3,32
3023,3,64
741,3,81
3639,1,44
490,4,80
702,21,253
3266,9,139
846,35,160
504,7,235
933,5,206
2204,5,201
3177,9,229
1314,5,103
723,15,276
762,3,66
3368,7,126
820,5,79
3490,8,308
724,7,147
3712,11,248
707,4,128
1590,2,58
3244,8,225
2015,1,30
772,5,100
365,7,223
698,1,44
1710,13,229
796,11,238
752,3,72
3052,6,216
3453,7,323
769,2,66
705,5,138
3834,1,35
834,3,162
3565,2,120
3227,7,159
3714,8,170
561,12,245
483,0,0
2892,28,985
498,17,460
3902,11,249
786,4,95
479,2,51
829,3,84
11,6,160
494,5,209
3836,2,53
508,4,120
219,13,343
316,1,20
753,6,123
1978,5,190
3051,1,28
522,6,111
3477,12,394
836,6,219
3903,1,40
551,1,56
518,10,221
638,5,127
627,21,363
655,12,175
594,1,24
706,6,208
793,14,318
554,5,60
775,4,85
3931,3,106
497,4,134
671,3,109
3268,10,217
536,11,169
582,1,21
3634,5,106
503,1,38
513,5,76
794,3,50
3970,3,86
733,11,208
613,0,0
3366,1,23
732,3,98
492,2,69
530,2,75
540,1,45
2302,10,142
661,10,141
520,5,91
552,7,172
553,7,77
780,0,0
1967,0,0
770,3,64
564,9,267
515,4,144
784,34,1046
787,15,300
678,5,118
3837,1,23
3709,4,118
3365,6,195
3971,8,185
509,3,53
595,7,63
2192,15,593
614,3,93
3698,3,91
910,16,525
805,14,317
3183,5,149
544,9,191
1110,1,27
521,0,0
3357,2,51
3839,14,408
3859,4,111
766,1,47
342,1,45
3996,1,49
3363,0,0
721,6,142
177,3,104
2294,6,194
535,1,34
1025,1,28
1943,3,55
616,6,208
3267,12,177
537,9,201
474,4,144
747,11,210
934,4,133
