产品SKU,订单产品数量,订单产品收入
1891,3,73
1044,2,64
3255,0,0
1057,37,1363
262,0,0
355,0,0
1110,0,0
4070,1,49
372,0,0
2167,7,135
2953,2,99
391,1,30
373,1,33
169,1,37
197,3,71
1155,19,386
200,1,38
3514,1,38
68,4,95
124,1,41
339,0,0
1816,2,48
1246,0,0
2022,0,0
2977,1,25
173,1,30
25,0,0
532,0,0
835,0,0
3859,3,72
329,1,30
1314,3,68
636,0,0
3349,16,449
1932,1,32
439,1,46
3270,1,53
3640,2,68
2506,1,35
175,1,44
210,1,37
3809,3,77
343,0,0
143,0,0
291,0,0
2038,19,461
294,1,36
3832,5,118
2440,0,0
472,1,32
147,10,234
756,10,187
2330,10,275
149,1,13
218,2,45
3171,2,50
351,3,104
3530,1,40
222,1,37
4095,13,459
657,0,0
49,0,0
2537,3,77
1732,17,387
1501,1,33
1733,1,26
1005,21,436
319,0,0
576,3,70
356,0,0
3447,0,0
309,4,120
2165,16,427
168,9,243
1996,12,449
65,0,0
2082,22,800
1209,0,0
1602,3,95
206,38,1263
437,3,134
464,0,0
3166,0,0
396,41,1161
646,1,36
360,0,0
3928,3,73
242,0,0
209,1,39
3987,1,37
1663,1,43
603,6,193
1671,4,126
1686,36,873
405,2,92
3774,9,145
2083,6,141
90,1,25
1441,7,152
152,0,0
430,2,81
3047,2,47
2056,0,0
4092,1,7
44,3,17
304,5,28
93,0,0
446,0,0
573,0,0
305,0,0
101,3,108
191,1,44
452,0,0
607,2,64
3511,21,448
477,0,0
3051,0,0
3821,1,47
235,11,235
323,2,62
199,3,109
236,14,697
621,6,196
2192,6,241
17,14,300
1826,1,36
549,2,92
587,0,0
3437,0,0
177,1,27
471,3,92
2039,3,87
296,6,176
779,1,47
3965,1,24
1945,5,155
3267,6,143
221,1,31
571,5,103
3947,3,70
4019,1,26
307,2,80
308,0,0
3259,1,31
456,3,61
114,9,216
2076,29,862
61,1,27
3107,4,101
418,4,136
207,0,0
376,0,0
420,1,29
421,1,47
2279,1,58
1326,0,0
468,6,157
379,1,44
140,2,78
3496,5,153
3405,0,0
3901,0,0
3636,3,62
428,3,32
407,2,59
637,3,44
542,4,71
552,6,90
3441,0,0
616,5,84
3817,1,21
736,2,75
582,1,30
631,0,0
189,1,45
633,10,400
512,0,0
575,3,56
491,1,30
2709,3,90
2393,48,1582
459,2,74
833,3,78
1785,0,0
515,1,33
1582,9,284
644,1,25
758,2,90
3114,3,89
3834,1,46
1804,1,25
171,1,32
738,3,69
2517,3,70
289,15,343
470,0,0
3964,5,97
653,1,27
3054,5,80
847,0,0
1476,0,0
256,1,18
594,0,0
1033,1,41
448,0,0
574,0,0
1068,0,0
827,1,34
4000,15,473
1543,2,70
2154,3,72
310,44,799
2098,0,0
193,0,0
166,3,91
273,1,26
434,2,85
120,17,951
643,0,0
2011,0,0
600,0,0
623,1,47
1240,9,205
567,3,80
488,3,146
400,1,41
3179,0,0
467,1,38
2033,11,292
424,1,41
3994,0,0
403,0,0
1376,3,65
2048,1,43
1942,12,328
429,1,42
299,0,0
3440,3,49
2090,1,34
367,1,30
253,5,204
629,2,46
656,0,0
316,0,0
257,2,66
450,0,0
1066,7,161
317,3,123
2549,21,589
640,1,36
453,0,0
56,9,273
389,1,29
2385,1,50
1530,5,155
1975,23,456
3970,0,0
2084,1,39
754,0,0
728,1,48
1911,12,700
2182,21,463
13,9,235
2516,8,165
1590,0,0
417,1,24
3450,5,124
362,0,0
3519,0,0
364,5,87
1337,0,0
3864,1,31
2521,1,29
1356,0,0
1360,14,341
345,0,0
248,9,237
37,0,0
652,8,125
1697,3,49
151,5,133
349,1,30
220,4,133
443,0,0
3433,0,0
617,1,28
3446,3,96
562,0,0
711,0,0
726,4,95
2525,1,27
492,1,33
782,0,0
506,0,0
3366,0,0
589,4,42
817,6,271
537,2,74
2131,6,126
2140,1,39
3995,12,320
3109,1,41
528,1,46
3295,0,0
4067,2,78
530,7,175
3906,0,0
2507,4,125
3268,8,165
1710,5,110
385,7,47
846,15,43
3785,8,41
769,1,30
3634,0,0
3356,65,1204
558,3,62
541,6,145
3833,2,64
590,3,54
3448,6,223
826,3,63
3449,1,20
521,3,98
522,1,34
539,3,99
378,3,74
174,9,323
212,7,279
38,35,987
219,5,120
3368,2,98
543,3,92
553,5,108
2764,2,106
336,4,153
836,7,157
714,1,29
2434,8,133
496,1,53
3635,1,38
312,5,88
2036,0,0
344,0,0
3178,1,31
563,2,33
604,2,54
620,5,74
1536,0,0
321,3,101
832,0,0
493,25,575
4018,1,20
516,1,25
701,1,28
3439,0,0
497,8,177
3972,3,47
333,2,61
387,0,0
4017,0,0
1111,0,0
564,16,386
645,1,37
3708,14,267
523,2,86
330,1,33
568,1,29
3993,0,0
4020,0,0
2045,2,85
581,3,95
3182,2,76
3262,2,80
655,3,93
482,3,65
595,3,70
632,0,0
610,0,0
514,0,0
322,2,73
486,1,29
1805,13,402
3660,6,169
1823,0,0
340,1,34
613,1,40
614,0,0
1299,10,219
588,0,0
602,5,93
650,7,156
427,0,0
179,2,47
627,3,88
3971,4,78
510,0,0
451,5,133
263,0,0
3915,1,45
276,3,67
2248,0,0
359,2,66
647,0,0
4093,1,28
649,1,34
690,7,281
328,7,150
342,1,39
3674,3,65
3269,3,101
2324,1,36
824,2,52
315,1,31
3049,2,90
352,6,39
2086,8,32
224,5,60
432,6,152
502,1,25
672,9,253
707,3,78
1182,19,505
722,2,105
3060,3,124
716,10,388
730,7,250
1016,10,290
3436,3,71
3996,10,213
723,4,128
499,0,0
3790,1,36
724,2,58
729,15,290
3266,17,412
2256,13,562
1864,2,75
698,3,113
54,4,113
753,5,122
3185,4,129
3364,11,339
721,18,350
745,1,51
818,2,56
1154,1,53
507,3,85
518,6,152
664,3,49
718,7,159
3709,11,271
3902,5,189
948,3,77
708,7,149
3905,1,22
825,12,168
3056,5,131
770,2,70
796,6,155
750,6,100
798,0,0
704,17,319
3,11,258
3976,12,235
764,31,1004
2473,1,40
519,2,78
3714,10,393
3453,6,288
793,22,580
3641,1,44
661,4,112
678,1,24
816,1,17
3712,7,265
3183,14,379
930,3,82
504,4,61
681,6,138
3184,5,178
524,6,98
823,3,44
2922,1,34
3477,12,339
759,10,240
559,3,86
1025,3,84
787,8,183
804,11,251
725,4,108
544,8,111
503,3,77
476,0,0
757,3,80
3838,3,132
990,6,236
830,1,30
365,3,72
3903,1,34
812,2,89
706,4,193
2381,2,76
834,0,0
533,1,32
3263,5,67
3934,5,97
671,11,391
762,15,314
638,8,285
561,8,146
3357,7,98
667,6,115
1915,5,121
2999,5,121
569,3,51
805,7,121
3789,14,522
479,5,117
806,1,33
780,3,93
794,5,104
828,42,1036
2892,11,419
1224,3,71
3023,0,0
820,4,139
1269,5,175
540,4,87
245,2,76
4064,6,189
810,2,42
2302,7,135
520,5,86
702,11,188
331,12,332
4068,1,22
3904,0,0
829,2,90
554,1,22
784,50,1312
4096,9,323
766,0,0
2638,6,123
3836,6,182
3865,1,38
3531,4,100
2294,9,222
3227,4,164
1862,0,0
3180,5,123
498,11,193
509,1,24
898,12,287
927,7,261
2923,13,220
776,24,471
973,17,436
3189,24,665
2529,11,342
1695,17,451
997,10,232
906,9,293
1013,14,307
920,7,189
747,5,87
977,3,69
965,5,230
975,11,260
994,13,378
982,10,256
992,11,350
890,18,532
3452,21,467
861,16,634
3188,19,658
2465,10,139
988,10,264
922,11,382
3720,3,59
445,0,0
935,8,136
2739,6,134
771,21,865
697,5,197
934,15,389
1520,6,120
783,14,358
1001,9,189
955,5,154
3907,7,171
666,37,477
949,5,146
953,1,29
3788,13,283
3273,0,0
791,28,497
2738,5,164
3952,2,51
88,9,208
996,5,252
980,5,212
2100,7,228
500,18,451
939,6,346
3644,12,334
3373,35,815
987,6,174
1026,6,172
720,9,376
1027,9,214
435,2,127
940,7,172
957,9,123
814,11,244
1008,13,256
970,1,47
689,5,263
1011,5,105
673,18,500
958,7,273
3645,11,333
2104,4,99
3841,9,209
993,6,261
815,5,117
963,3,91
579,5,110
1301,7,214
719,9,228
688,9,239
3713,28,540
998,12,320
3975,0,0
2528,7,134
981,4,150
943,10,212
713,13,212
693,16,359
983,7,207
995,2,87
821,9,342
3369,18,331
1024,7,227
991,17,326
1015,6,135
978,14,311
946,3,113
1018,10,386
670,5,141
487,1,38
751,9,125
591,1,34
4045,6,146
999,6,171
683,8,231
665,7,84
1565,22,459
732,10,284
755,8,225
2006,12,348
1007,4,197
474,7,195
676,3,112
3716,11,321
1004,6,168
3842,6,114
3451,6,193
844,3,59
686,6,97
1136,3,136
733,4,98
1000,1,39
508,7,175
1010,5,88
526,0,0
966,1,41
775,10,200
2530,9,216
1719,4,127
845,13,225
986,4,97
677,10,269
3967,3,86
4066,1,39
1965,11,189
2093,8,233
3053,41,743
682,6,182
267,47,794
684,5,179
1028,2,97
494,8,167
741,1,25
3719,1,38
3974,3,75
717,10,228
480,0,0
786,7,176
490,10,184
679,4,135
3718,3,68
4021,3,64
1012,3,85
662,5,125
551,4,277
743,8,256
862,49,1071
851,85,1794
277,84,1937
911,44,1260
857,41,967
4022,26,880
870,56,1893
858,41,1261
868,42,1641
901,65,1240
852,32,1530
855,79,1671
2410,31,591
1941,36,973
850,41,1287
1636,35,706
872,62,1128
3057,31,960
3977,23,772
3372,46,853
3997,23,476
875,27,1176
853,34,604
2708,8,444
1019,37,829
864,30,1056
2101,18,423
878,46,1081
866,38,906
856,14,605
548,16,446
1949,37,629
348,18,602
1160,31,739
863,26,475
887,26,721
663,35,457
877,47,1107
936,9,374
879,17,461
2102,41,1006
893,7,256
883,17,547
869,24,382
848,1,39
886,23,472
1014,18,298
3840,7,242
789,2,99
907,12,478
1006,18,443
871,17,455
897,10,286
919,11,434
888,28,838
894,15,295
2222,16,362
3643,22,582
876,15,454
928,23,383
1252,17,932
511,8,279
899,18,431
3978,10,326
895,14,672
881,9,439
884,21,585
889,16,584
944,21,406
1219,23,817
761,24,491
709,17,355
905,20,348
892,13,285
908,19,624
3271,8,229
438,17,410
3187,33,1063
3042,51,1521
2010,8,317
1003,14,544
660,13,268
984,11,150
937,19,540
1022,26,496
874,29,468
941,13,376
4044,12,332
865,26,880
942,18,307
969,24,473
952,5,208
1017,26,430
880,12,257
923,11,346
669,10,247
896,11,155
867,21,457
976,44,1210
914,10,159
902,14,388
954,10,249
859,12,369
967,16,587
916,6,188
882,13,665
931,18,417
924,5,175
912,12,383
909,15,519
951,23,490
3998,7,271
2049,19,494
947,8,143
2091,3,114
1002,11,246
971,11,236
3908,9,226
2103,9,364
483,4,156
685,13,206
891,25,615
1889,18,387
797,28,469
674,11,249
903,19,633
904,20,576
694,4,123
3078,1,44
258,0,0
1036,2,86
1952,1,26
2538,4,104
917,0,0
1892,13,398
2118,0,0
1962,6,107
3535,0,0
1739,11,354
2122,3,46
1062,1,37
2779,1,62
1065,0,0
2781,2,69
1071,0,0
1745,1,38
1750,13,345
1898,1,29
1080,10,300
1969,5,135
1082,4,150
2554,7,173
2135,9,277
3466,0,0
1522,8,247
3199,7,151
1523,16,463
734,1,53
1525,1,43
1527,5,146
2486,4,80
1528,2,89
2790,0,0
4016,1,52
4097,7,194
695,0,0
611,4,162
1762,6,292
1540,2,90
112,0,0
1901,6,125
1977,2,82
3893,2,73
3981,4,107
4098,5,132
2947,2,52
3469,3,73
1903,8,157
1767,0,0
1770,9,279
1905,3,75
2921,2,69
3702,12,255
1771,10,260
1557,1,38
1981,8,247
2168,8,363
1558,1,37
1773,0,0
2575,13,196
1908,11,184
4099,0,0
1560,2,59
1775,0,0
2710,3,111
1778,0,0
1779,0,0
2958,0,0
2466,16,231
1567,0,0
2962,1,26
1780,3,98
3545,3,168
4100,3,55
1143,2,78
198,5,124
4101,1,39
2799,1,38
3243,1,44
1995,1,54
2801,2,46
1158,1,42
2592,40,729
1159,13,220
2000,1,36
2187,9,195
1578,5,220
66,1,39
3899,1,40
1580,2,88
4102,0,0
2403,15,457
3601,5,133
1584,0,0
3444,3,113
2193,3,116
2003,1,40
2004,5,104
2200,3,92
202,0,0
1917,5,150
2204,1,46
1193,1,35
1920,0,0
2490,0,0
1202,1,52
1600,13,309
4013,3,79
282,23,353
1798,3,65
4103,4,146
395,0,0
3150,10,452
3922,5,182
2224,1,30
71,0,0
1231,1,34
72,15,366
170,16,367
1811,0,0
2019,0,0
239,0,0
22,0,0
1924,12,313
517,6,222
2021,0,0
2234,1,25
1241,1,43
4104,5,181
1621,11,309
1249,0,0
2241,8,250
75,0,0
1256,7,188
1829,1,36
1270,4,108
1628,11,395
1271,4,132
1272,1,42
807,2,56
1629,3,137
3516,0,0
1285,6,324
1286,2,123
1292,5,199
1644,1,45
2266,0,0
3861,4,86
4059,0,0
3933,12,307
1836,0,0
1654,1,41
79,5,111
1838,0,0
2510,0,0
1842,0,0
2763,1,20
3973,2,53
4030,0,0
4105,0,0
82,1,33
2731,0,0
2903,0,0
1349,1,53
3565,3,181
1355,1,29
3936,3,67
3869,0,0
2659,0,0
1665,22,861
2034,9,279
2300,7,245
3783,5,171
3890,2,87
34,0,0
213,3,122
2306,8,157
1678,12,179
293,0,0
1390,3,66
1392,1,30
2663,3,86
3988,5,101
2046,3,131
2906,1,41
1939,0,0
1860,1,44
1415,4,162
313,3,96
1694,0,0
216,1,30
298,0,0
1863,1,39
2672,11,529
1867,0,0
148,0,0
1433,1,31
3328,0,0
2052,0,0
1871,0,0
3897,1,20
3876,0,0
3877,0,0
1439,0,0
1707,0,0
1946,0,0
1442,0,0
1709,0,0
254,1,43
43,1,12
4106,1,6
4065,0,0
1712,1,5
155,1,8
3690,0,0
3353,3,15
2449,0,0
1715,1,7
4007,1,9
4107,0,0
3757,0,0
156,5,21
4085,1,5
3438,0,0
4108,6,218
2482,30,647
2689,15,396
2063,0,0
1722,1,23
1726,0,0
2066,0,0
1488,0,0
1888,4,169
960,15,662
2884,1,44
3455,2,81
4,0,0
2462,0,0
2775,1,34
597,2,71
55,1,36
1748,1,54
790,0,0
163,4,83
2142,0,0
1973,3,92
268,0,0
4041,9,182
598,2,102
2389,3,117
1547,3,91
59,1,31
2796,0,0
335,8,273
63,5,197
357,0,0
118,1,44
1141,4,109
1991,9,256
1992,1,53
393,0,0
1913,18,694
4109,0,0
3839,12,375
1791,8,217
1181,0,0
4086,15,531
1793,28,850
358,0,0
2085,0,0
203,15,603
1922,8,152
1799,11,466
122,30,626
3151,11,292
69,13,343
462,1,23
1218,16,580
2818,0,0
1925,0,0
23,0,0
132,4,71
2915,1,46
2023,11,308
1255,0,0
1830,0,0
327,1,53
2026,11,420
3213,1,36
3046,0,0
2028,1,45
2260,25,540
2423,19,440
136,2,81
3167,0,0
208,17,390
4110,2,86
31,6,184
1846,0,0
426,2,72
246,0,0
3318,0,0
3041,0,0
1370,0,0
3029,9,370
144,0,0
86,4,96
2475,0,0
2044,0,0
1685,9,146
1405,2,85
959,0,0
250,1,28
2443,9,302
3032,2,58
1696,21,501
1866,1,26
1702,1,32
181,0,0
4083,0,0
3892,0,0
3990,1,28
2479,1,36
408,1,48
3526,0,0
3443,0,0
2095,0,0
444,1,30
368,0,0
4060,1,5
186,2,16
255,1,7
4084,0,0
1449,2,21
3692,0,0
303,1,6
618,0,0
95,1,19
96,0,0
1728,0,0
1490,1,26
1493,13,295
1890,3,83
1497,0,0
259,4,132
1953,1,50
1955,10,187
619,5,146
1958,7,335
190,1,30
1736,0,0
353,1,38
1050,6,125
1893,0,0
4046,14,363
102,0,0
2703,0,0
2704,3,101
605,24,692
106,9,176
1743,0,0
162,0,0
4069,6,221
2134,8,155
1896,3,143
1081,5,112
1751,9,269
412,0,0
2145,0,0
1755,6,140
1532,6,219
3980,19,599
1759,4,139
111,5,246
2706,1,36
3240,0,0
1119,0,0
4111,29,661
457,0,0
1904,2,64
3969,11,242
1768,3,116
3850,7,163
913,0,0
1906,12,440
2487,3,99
1774,6,121
1984,25,762
1777,8,316
196,8,326
3473,5,111
3163,0,0
1988,0,0
2800,0,0
565,2,77
1993,14,325
2401,6,151
4025,0,0
3918,0,0
1574,1,54
2593,3,105
900,15,256
1788,4,101
2406,0,0
687,0,0
1588,0,0
1919,11,305
1187,10,343
1595,5,213
3766,0,0
1196,1,31
1197,1,35
281,12,284
1198,3,64
1201,0,0
1601,11,301
1212,3,78
2012,2,110
3895,3,110
1802,11,406
2503,11,197
3426,18,374
4027,6,198
599,0,0
2412,3,125
4077,7,169
1230,3,122
3551,0,0
1812,0,0
419,0,0
2020,0,0
172,0,0
4112,1,32
3925,10,274
2237,15,328
74,1,35
3175,19,525
556,14,487
1828,5,141
1278,8,283
1298,0,0
1641,13,438
4113,15,360
2425,0,0
2272,0,0
2729,0,0
2280,0,0
3131,4,105
3312,0,0
1840,0,0
243,0,0
1841,1,28
3257,0,0
1331,1,38
138,1,34
4056,2,53
3888,1,25
3048,1,30
3770,1,31
1844,0,0
441,0,0
4057,0,0
1357,1,40
3678,2,96
2850,7,107
1847,11,176
2035,6,142
1670,23,348
1672,0,0
2074,10,311
3224,2,64
1682,0,0
295,3,129
1855,6,234
1403,1,45
1857,22,604
1938,8,138
406,0,0
146,0,0
3007,4,181
4091,7,105
1940,10,359
89,11,252
3181,2,106
1700,0,0
3170,0,0
3410,0,0
1870,1,21
182,0,0
183,2,50
2054,0,0
91,3,55
3045,0,0
1874,0,0
2058,1,19
4114,3,25
2061,0,0
3756,2,13
1450,0,0
1877,0,0
3818,0,0
3575,1,29
3585,0,0
1455,3,115
2496,7,137
4087,11,200
1720,0,0
1882,0,0
1474,0,0
1489,0,0
98,0,0
1508,16,472
449,0,0
3910,6,220
3782,2,82
454,0,0
1098,1,40
1764,20,762
1549,15,352
3786,4,197
271,0,0
1129,1,46
10,11,218
324,1,28
2001,7,217
737,1,31
1792,35,1785
337,0,0
2968,1,38
2229,4,103
3117,1,35
375,0,0
73,0,0
1626,6,174
397,1,25
557,9,157
2421,1,48
422,1,26
399,0,0
4115,1,39
2069,1,29
30,1,45
139,3,56
3363,0,0
2518,1,30
83,29,821
3445,0,0
2077,1,40
3612,0,0
2523,2,75
1933,2,62
3567,1,23
2519,9,220
3683,5,153
1377,7,302
1677,5,95
347,7,145
535,2,59
2508,11,422
366,16,267
249,0,0
570,5,219
1020,1,44
252,5,80
382,1,24
3265,3,49
41,3,47
383,0,0
384,0,0
3050,3,41
1947,1,19
223,1,11
4042,6,42
2520,6,46
1447,1,12
46,0,0
1876,3,36
409,2,17
545,0,0
225,0,0
4116,0,0
1472,1,31
1475,1,28
3586,1,25
2698,11,316
2916,0,0
