产品SKU,订单产品数量,订单产品收入
1,1,38
2,0,0
3,8,239
4,3,83
5,1,33
6,7,150
7,11,574
8,0,0
9,3,83
10,11,528
11,18,407
12,11,454
13,25,410
14,11,345
15,2,86
16,10,209
17,21,666
18,5,67
19,14,357
20,1,48
21,1,32
22,1,37
23,0,0
24,0,0
25,1,31
26,1,49
27,1,39
28,1,27
29,7,274
30,5,117
31,0,0
32,1,30
33,1,33
34,5,126
35,3,54
36,10,277
37,0,0
38,1,33
39,1,22
40,0,0
41,0,0
42,0,0
43,1,13
44,1,7
45,3,14
46,7,40
47,1,32
48,3,100
49,1,24
50,3,32
51,5,125
52,8,302
53,1,44
54,12,256
55,1,26
56,18,376
57,26,788
58,16,522
59,1,33
60,10,173
61,1,44
62,33,912
63,9,236
64,2,84
65,0,0
66,6,243
67,5,95
68,7,213
69,13,357
70,9,156
71,1,41
72,23,334
73,0,0
74,0,0
75,1,25
76,4,135
77,1,46
78,0,0
79,5,124
80,1,37
81,1,26
82,1,31
83,6,113
84,1,29
85,2,55
86,13,417
87,12,256
88,16,380
89,17,444
90,0,0
91,3,70
92,5,42
93,0,0
94,0,0
95,0,0
96,0,0
97,1,23
98,2,70
99,33,560
100,1,49
101,0,0
102,1,38
103,1,57
104,1,48
105,1,59
106,17,582
107,3,59
108,0,0
109,0,0
110,3,116
111,12,481
112,3,118
113,0,0
114,17,348
115,0,0
116,3,65
117,21,374
118,1,25
119,40,742
120,8,265
121,13,299
122,43,1899
123,5,102
124,0,0
125,13,364
126,19,559
127,1,54
128,0,0
129,5,108
130,1,35
131,0,0
132,5,158
133,0,0
134,1,48
135,3,70
136,0,0
137,6,111
138,1,36
139,3,143
140,1,33
141,1,54
142,1,45
143,0,0
144,0,0
145,12,425
146,1,22
147,25,810
148,0,0
149,1,18
150,0,0
151,0,0
152,2,87
153,1,8
154,0,0
155,3,16
156,5,45
157,0,0
158,0,0
159,0,0
160,0,0
161,0,0
162,0,0
163,35,494
164,1,50
165,1,38
166,0,0
167,2,52
168,16,700
169,1,34
170,17,455
171,4,110
172,3,77
173,4,115
174,9,182
175,0,0
176,1,44
177,1,26
178,3,88
179,1,44
180,3,65
181,1,31
182,2,94
183,9,139
184,6,156
185,1,20
186,8,33
187,0,0
188,0,0
189,1,27
190,1,48
191,1,41
192,2,59
193,0,0
194,5,80
195,0,0
196,14,256
197,9,300
198,15,431
199,7,170
200,0,0
201,7,139
202,3,100
203,25,854
204,20,488
205,2,75
206,46,1945
207,2,82
208,1,40
209,0,0
210,3,97
211,1,44
212,5,130
213,10,171
214,0,0
215,3,55
216,2,97
217,1,22
218,1,32
219,1,48
220,4,101
221,1,37
222,3,56
223,2,26
224,5,55
225,0,0
226,0,0
227,0,0
228,4,53
229,0,0
230,1,34
231,4,149
232,0,0
233,5,100
234,25,659
235,15,525
236,30,482
237,1,58
238,0,0
239,2,77
240,2,73
241,3,107
242,0,0
243,8,151
244,0,0
245,5,134
246,0,0
247,17,334
248,0,0
249,1,41
250,2,65
251,1,49
252,7,136
253,1,32
254,1,42
255,3,15
256,0,0
257,1,43
258,0,0
259,5,125
260,0,0
261,7,228
262,1,44
263,0,0
264,1,45
265,19,550
266,0,0
267,49,939
268,0,0
269,2,98
270,1,24
271,1,26
272,5,101
273,2,69
274,13,286
275,0,0
276,1,44
277,0,0
278,68,1518
279,10,380
280,2,59
281,15,407
282,20,656
283,3,90
284,8,145
285,0,0
286,2,91
287,0,0
288,2,60
289,11,223
290,0,0
291,5,60
292,29,753
293,1,27
294,0,0
295,31,848
296,26,928
297,1,28
298,1,19
299,1,22
300,2,51
301,4,101
302,1,9
303,4,18
304,1,10
305,0,0
306,0,0
307,2,65
308,0,0
309,3,77
310,31,1325
311,1,45
312,5,135
313,7,169
314,10,184
315,5,120
316,1,30
317,11,377
318,2,58
319,0,0
320,2,109
321,0,0
322,9,256
323,0,0
324,1,39
325,2,65
326,12,239
327,3,124
328,2,85
329,1,37
330,3,74
331,7,229
332,4,120
333,0,0
334,6,106
335,21,635
336,14,428
337,4,129
338,58,1334
339,1,27
340,1,38
341,3,62
342,0,0
343,1,45
344,4,123
345,7,255
346,13,329
347,17,740
348,1,35
349,1,26
350,0,0
351,8,320
352,10,33
353,1,29
354,3,86
355,1,57
356,7,143
357,3,146
358,5,169
359,1,47
360,5,124
361,5,109
362,0,0
363,1,50
364,4,163
365,2,50
366,13,484
367,6,214
368,9,113
369,7,100
370,24,333
371,5,93
372,1,21
373,4,116
374,5,177
375,1,34
376,3,72
377,0,0
378,0,0
379,0,0
380,3,86
381,3,94
382,0,0
383,6,131
384,5,142
385,9,37
386,0,0
387,1,31
388,15,257
389,3,78
390,3,79
391,2,57
392,13,413
393,3,51
394,49,1761
395,1,28
396,10,187
397,1,44
398,7,154
399,0,0
400,1,32
401,1,35
402,0,0
403,0,0
404,17,451
405,5,76
406,0,0
407,1,44
408,1,30
409,8,52
410,4,140
411,2,108
412,3,55
413,6,138
414,1,39
415,1,31
416,19,341
417,0,0
418,0,0
419,6,85
420,3,65
421,0,0
422,0,0
423,1,39
424,1,44
425,0,0
426,4,117
427,1,43
428,4,47
429,4,135
430,6,152
431,6,109
432,10,444
433,1,26
434,3,73
435,3,107
436,3,52
437,10,454
438,1,29
439,6,179
440,1,38
441,1,26
442,1,57
443,3,73
444,2,87
445,0,0
446,0,0
447,4,111
448,2,90
449,1,29
450,2,74
451,4,119
452,1,30
453,3,67
454,1,47
455,7,179
456,1,30
457,3,145
458,4,146
459,3,117
460,1,28
461,1,28
462,1,33
463,3,67
464,0,0
465,3,108
466,27,969
467,1,36
468,2,55
469,0,0
470,0,0
471,2,69
472,2,80
473,1,43
474,12,290
475,5,156
476,3,71
477,3,54
478,5,128
479,17,334
480,2,107
481,1,48
482,2,71
483,2,62
484,1,35
485,7,187
486,4,163
487,4,72
488,7,186
489,7,103
490,5,84
491,0,0
492,2,74
493,48,1431
494,4,176
495,10,208
496,1,52
497,1,37
498,7,181
499,0,0
500,9,257
501,1,56
502,2,64
503,5,96
504,3,90
505,0,0
506,1,24
507,1,49
508,3,95
509,3,70
510,0,0
511,2,80
512,0,0
513,3,50
514,2,64
515,4,146
516,1,48
517,18,428
518,10,249
519,1,35
520,10,197
521,5,178
522,7,104
523,3,51
524,6,155
525,4,57
526,1,43
527,4,175
528,1,38
529,9,220
530,11,287
531,4,76
532,1,30
533,5,93
534,3,107
535,3,117
536,11,199
537,6,126
538,6,216
539,1,35
540,0,0
541,4,112
542,3,59
543,11,140
544,8,158
545,0,0
546,0,0
547,9,159
548,7,114
549,3,79
550,1,47
551,3,158
552,5,105
553,5,90
554,7,179
555,5,186
556,7,225
557,9,154
558,3,94
559,0,0
560,2,88
561,17,325
562,0,0
563,9,107
564,11,232
565,3,121
566,7,226
567,9,221
568,2,74
569,2,75
570,6,279
571,18,340
572,3,116
573,7,113
574,1,27
575,3,128
576,0,0
577,6,156
578,32,792
579,2,83
580,1,30
581,4,179
582,0,0
583,8,266
584,1,31
585,7,241
586,28,413
587,6,132
588,8,242
589,3,28
590,5,47
591,6,142
592,3,84
593,2,78
594,2,30
595,4,46
596,5,104
597,15,271
598,10,344
599,1,53
600,2,108
601,7,185
602,2,62
603,17,290
604,3,117
605,61,1459
606,5,140
607,0,0
608,7,157
609,5,122
610,0,0
611,15,694
612,2,51
613,4,125
614,3,95
615,7,234
616,10,234
617,3,83
618,0,0
619,13,447
620,7,191
621,21,550
622,3,87
623,1,31
624,6,124
625,0,0
626,6,183
627,8,232
628,11,226
629,10,202
630,1,32
631,0,0
632,1,18
633,15,786
634,7,182
635,1,42
636,13,140
637,6,125
638,7,192
639,3,83
640,1,37
641,7,178
642,38,1148
643,2,55
644,4,112
645,2,79
646,0,0
647,1,38
648,4,82
649,2,63
650,4,183
651,74,1223
652,3,45
653,7,200
654,2,44
655,4,75
656,0,0
657,1,16
658,11,279
659,13,312
660,11,230
661,15,288
662,8,170
663,29,485
664,50,987
665,13,162
666,40,925
667,6,216
668,13,289
669,27,801
670,12,196
671,9,206
672,6,189
673,5,138
674,13,231
675,20,672
676,11,460
677,10,227
678,2,62
679,5,140
680,18,396
681,13,368
682,8,159
683,17,508
684,14,521
685,15,286
686,10,202
687,12,439
688,15,329
689,8,247
690,11,285
691,18,474
692,4,120
693,17,693
694,11,345
695,5,77
