产品SKU,订单产品数量,订单产品收入
2,0,0
3,6,268
353,0,0
1893,1,32
3255,1,29
3083,2,67
2546,1,33
878,0,0
318,1,46
598,11,231
112,1,35
1767,0,0
1768,3,79
1552,1,43
1132,0,0
335,17,447
434,0,0
392,14,488
2403,23,858
882,0,0
2206,0,0
337,0,0
599,1,35
172,1,32
2022,1,25
646,1,47
361,2,57
1297,1,42
3249,10,370
3360,12,323
311,2,110
467,1,40
439,2,97
2510,2,61
2072,1,20
210,0,0
2521,0,0
441,5,121
603,11,287
872,1,42
2048,0,0
88,8,269
429,4,141
652,1,29
1868,0,0
90,0,0
3265,1,28
218,0,0
301,2,62
183,0,0
152,0,0
222,4,81
3446,4,166
1712,4,29
352,6,31
225,0,0
1472,0,0
158,0,0
259,10,435
1891,8,257
619,19,544
4,1,28
1963,1,30
2776,1,26
451,2,86
2703,1,37
605,20,945
107,1,48
453,1,41
1522,2,83
1770,18,374
166,0,0
272,1,31
61,0,0
198,3,111
1782,3,165
3243,1,56
13,15,337
66,1,47
2516,4,159
1182,20,791
1201,1,36
3426,27,388
239,0,0
419,1,21
3743,1,37
843,1,31
137,2,61
243,0,0
3137,3,46
3445,0,0
1933,1,30
3437,0,0
143,0,0
2298,12,422
3751,3,85
868,0,0
249,1,36
1411,1,34
1863,1,29
3171,3,55
3530,0,0
2520,2,15
2522,2,15
156,3,11
3624,1,31
446,0,0
1721,4,60
657,1,17
187,0,0
1888,17,436
98,0,0
2884,1,43
583,7,104
1951,0,0
1501,3,74
1892,15,297
449,0,0
3259,1,40
1071,6,141
108,0,0
1897,32,804
1973,3,93
1547,2,57
1905,4,104
271,2,64
118,1,36
2182,11,271
393,0,0
3476,3,79
1915,5,146
1187,12,349
1599,0,0
1210,0,0
17,12,301
3581,9,213
1218,24,726
463,1,44
71,0,0
2413,0,0
1231,1,36
129,0,0
1234,0,0
22,0,0
23,1,49
465,0,0
556,18,1062
25,1,35
3046,0,0
2422,2,50
2505,3,59
1298,0,0
3527,0,0
2427,0,0
2729,1,33
3562,1,39
1839,3,127
2903,0,0
3584,0,0
2077,0,0
1846,1,41
343,3,167
2733,9,177
3041,0,0
178,0,0
3029,11,257
292,12,549
3224,0,0
442,0,0
570,15,480
1697,9,227
1701,1,29
181,0,0
1704,0,0
3328,1,24
1946,1,37
3047,0,0
1947,0,0
1875,3,21
155,3,16
255,1,6
1447,3,42
92,3,21
49,0,0
2066,0,0
50,1,16
306,0,0
97,0,0
2704,11,276
2708,7,112
2709,6,124
373,6,244
169,0,0
621,14,581
2406,1,28
3390,2,76
1202,1,42
2011,3,56
395,1,25
339,0,0
326,11,268
807,2,53
774,1,56
422,0,0
624,2,57
3179,0,0
364,2,60
2997,1,47
346,0,0
294,0,0
220,1,41
443,3,63
3785,5,31
546,0,0
553,1,21
595,1,16
229,1,37
410,1,47
101,1,28
3035,0,0
389,1,32
235,17,494
459,2,85
2001,31,750
865,0,0
3058,1,32
3299,9,331
1222,3,61
464,0,0
557,12,198
1306,5,177
3520,0,0
3316,5,143
175,3,110
3260,1,31
349,3,85
184,5,114
304,4,31
562,0,0
93,0,0
257,6,193
1497,3,50
448,0,0
189,1,48
307,0,0
308,1,31
2119,0,0
1969,3,54
7,6,190
565,2,47
124,2,81
3150,16,786
417,0,0
1805,13,505
437,7,146
2021,1,32
207,4,159
1260,3,59
397,1,43
2101,0,0
808,1,45
362,1,48
208,4,136
2069,1,29
468,2,82
378,0,0
3048,0,0
3439,1,59
2518,1,47
3635,0,0
1665,16,427
2443,1,51
299,1,16
383,4,74
3050,1,35
2095,1,39
444,5,104
185,5,105
409,1,6
5,3,102
262,0,0
2764,1,45
2549,36,819
3466,50,1042
1975,27,962
2389,6,166
2796,3,53
119,20,870
1799,22,707
645,1,32
3117,1,49
286,1,63
77,1,43
398,1,46
3487,0,0
209,2,79
289,16,398
3264,0,0
426,2,82
471,0,0
428,0,0
147,14,549
1942,7,250
180,1,38
382,0,0
1943,0,0
42,1,44
1945,1,53
3443,4,98
2511,0,0
46,3,44
526,0,0
736,0,0
230,1,29
233,1,45
266,0,0
1741,1,23
1748,0,0
454,1,37
3725,0,0
356,1,26
309,0,0
8,0,0
1141,14,545
1992,3,59
199,5,155
325,3,76
1600,16,313
69,17,335
1804,0,0
3708,13,378
2915,6,201
2025,1,46
3359,32,1244
399,1,35
3485,7,137
81,1,39
30,2,88
139,1,34
2517,1,42
1348,0,0
2523,0,0
3252,0,0
1672,0,0
1378,1,47
144,1,31
37,0,0
1858,0,0
297,1,28
407,0,0
2090,3,57
2054,1,46
303,5,33
545,0,0
445,1,41
806,0,0
656,0,0
226,1,27
831,1,35
256,1,15
191,1,29
1543,1,53
802,0,0
120,23,516
836,7,115
541,0,0
3269,5,77
245,2,85
425,3,92
427,5,121
810,3,62
519,3,90
637,1,30
3368,1,46
544,2,51
514,0,0
197,4,97
3357,7,133
342,0,0
179,1,42
571,8,344
482,7,100
333,1,26
317,9,422
456,4,106
372,1,20
323,1,47
539,3,71
643,5,120
3244,7,151
839,1,42
558,2,50
2527,8,136
403,3,58
518,0,0
38,30,453
2478,5,92
3178,5,109
182,1,48
3709,11,177
3049,5,118
319,1,32
1530,1,46
3447,1,39
321,5,123
200,4,103
173,1,32
530,5,145
647,1,37
540,1,42
329,1,29
244,3,93
3636,0,0
344,3,95
2302,5,71
2045,4,114
331,4,113
3054,3,85
431,6,133
263,1,39
607,2,109
162,5,118
460,2,66
236,33,1056
528,1,24
838,3,95
622,3,111
3151,16,345
623,0,0
359,1,38
400,0,0
472,1,28
2324,1,49
252,5,88
219,1,33
351,5,101
430,7,122
536,2,67
537,2,87
385,9,40
768,0,0
573,3,52
370,9,273
1005,0,0
640,1,28
412,0,0
2706,4,108
2084,1,32
564,11,481
3786,0,0
322,4,160
357,2,73
324,0,0
376,0,0
421,0,0
328,0,0
2989,2,80
140,1,25
470,1,36
312,1,34
367,7,173
3268,3,101
617,2,62
629,5,175
188,1,18
387,0,0
606,3,94
575,1,39
355,0,0
334,0,0
273,3,87
391,1,37
3356,74,1744
336,7,137
1785,1,28
3710,5,130
394,47,638
579,9,328
420,5,125
3519,3,137
636,0,0
379,1,51
2990,5,131
2036,3,122
1376,1,31
250,1,48
581,2,52
1441,7,73
253,7,131
186,2,17
224,10,50
574,1,37
53,4,136
450,3,90
633,18,540
56,9,234
634,1,43
610,0,0
2076,26,954
2795,1,40
3163,2,97
1913,19,783
358,1,27
206,40,1953
360,0,0
3450,9,315
488,1,51
2425,0,0
2272,0,0
330,0,0
602,1,40
3442,1,28
3371,2,46
33,5,106
213,9,319
405,5,141
542,2,53
384,1,32
3526,1,46
221,5,107
3433,7,216
44,13,36
801,0,0
618,0,0
711,0,0
502,1,29
753,1,37
3184,4,126
742,6,203
479,10,302
503,0,0
504,6,116
773,5,235
3263,9,231
2096,1,46
812,1,41
769,1,27
515,4,112
3660,8,202
766,1,34
28,0,0
1025,9,196
490,7,176
