产品SKU,订单产品数量,订单产品收入
1957,0,0
190,2,77
450,0,0
2703,1,44
452,0,0
1068,3,80
607,0,0
1748,0,0
412,0,0
58,14,240
610,0,0
3447,0,0
113,1,22
61,0,0
3387,20,569
2182,35,698
539,1,22
415,2,95
2082,11,461
2011,1,43
337,2,81
419,0,0
2021,1,48
77,4,140
835,2,93
1298,6,148
3349,5,189
4105,1,27
144,2,96
347,15,372
2048,0,0
250,1,36
2330,13,346
180,0,0
1943,0,0
3876,0,0
301,1,20
3526,0,0
44,2,14
2511,3,15
303,5,27
446,0,0
657,0,0
49,0,0
187,1,16
257,0,0
1497,2,49
189,0,0
53,0,0
1894,19,597
1739,15,390
191,1,33
106,3,115
1743,1,64
1967,0,0
3910,8,209
389,1,45
454,0,0
4016,2,77
1110,1,32
930,0,0
932,0,0
3893,5,93
8,1,52
1764,20,598
2084,1,27
1904,1,44
3786,4,93
10,8,167
169,0,0
3163,1,39
118,1,41
1991,3,143
434,0,0
4102,1,55
200,2,86
2012,0,0
3151,21,434
1802,15,506
4118,2,64
129,0,0
2895,0,0
2022,2,89
2423,18,409
399,2,88
208,1,31
439,1,41
2524,0,0
3888,1,24
139,1,47
210,0,0
2517,0,0
83,22,471
1846,0,0
143,0,0
291,3,45
1671,1,35
560,3,86
293,0,0
405,4,77
249,3,59
959,1,49
1020,0,0
473,1,24
3328,1,22
2051,0,0
183,0,0
408,1,46
1947,3,41
368,1,41
1875,1,9
4042,1,9
2060,3,12
46,1,9
304,2,15
3818,0,0
847,0,0
4095,15,384
2482,16,723
1720,1,18
305,2,49
227,0,0
256,0,0
1885,0,0
97,1,18
4019,0,0
597,1,33
456,0,0
372,0,0
3915,0,0
321,0,0
521,5,197
2406,0,0
1602,2,67
376,0,0
360,3,66
647,0,0
588,3,72
2279,3,64
427,2,62
294,0,0
3262,1,42
553,1,19
960,20,403
451,8,137
633,13,410
1111,4,162
828,27,909
564,8,253
1785,1,30
4117,1,25
325,1,33
759,1,43
126,10,190
600,5,90
645,0,0
696,1,44
207,0,0
646,1,30
557,7,169
488,3,84
330,1,26
3179,0,0
242,7,218
364,1,43
244,1,29
175,0,0
3674,5,75
2088,2,86
3531,1,35
1686,40,936
37,0,0
1942,13,264
2672,13,343
652,1,17
299,1,29
151,1,32
3433,5,117
3817,1,18
736,0,0
563,6,93
631,0,0
188,0,0
1501,1,40
308,1,48
449,0,0
266,1,48
746,0,0
108,0,0
2385,1,32
1098,1,37
268,3,57
4017,0,0
4043,0,0
1975,26,784
598,10,218
114,11,319
3107,10,123
2516,1,59
1916,4,88
124,3,61
172,3,66
73,1,51
3708,17,377
587,3,53
400,1,44
636,0,0
3363,4,82
3048,0,0
470,0,0
3567,0,0
1376,5,123
248,22,319
298,3,79
3965,1,13
3440,0,0
3530,1,43
629,2,78
4119,6,241
93,0,0
333,3,45
1057,41,1361
2764,5,149
317,4,164
1966,25,542
453,0,0
1543,1,41
4111,39,891
2098,1,23
457,0,0
3821,9,197
2167,0,0
3918,1,45
236,29,690
643,0,0
395,0,0
623,0,0
2026,17,487
3046,2,105
2069,3,66
3405,0,0
471,3,46
1377,11,549
2324,1,31
581,0,0
542,4,130
349,2,65
220,4,120
152,0,0
3267,0,0
221,3,66
253,1,44
768,0,0
1888,11,243
1891,0,0
448,0,0
1735,1,29
3255,0,0
192,0,0
576,1,39
2154,2,67
273,0,0
197,3,77
323,0,0
621,9,281
528,1,42
2085,0,0
1224,2,51
339,1,44
171,0,0
239,0,0
1814,0,0
1240,19,270
173,0,0
2256,23,448
3859,1,31
468,0,0
30,1,36
209,0,0
2518,2,73
2292,1,35
3964,0,0
90,0,0
3265,0,0
1944,3,42
443,5,74
430,5,128
3443,1,48
2056,0,0
186,7,27
4084,1,5
2520,3,10
409,6,38
545,0,0
2689,13,432
316,0,0
620,0,0
2140,1,25
794,4,172
829,1,48
17,15,436
516,1,26
1823,1,45
614,1,26
649,4,128
3519,0,0
496,0,0
424,1,32
810,2,57
569,1,22
571,4,86
2381,1,31
2389,3,59
2709,1,42
417,1,37
340,0,0
532,1,45
397,2,55
362,1,47
28,3,93
3906,1,37
650,9,143
428,2,32
678,3,125
219,5,165
627,4,124
846,9,86
514,0,0
554,2,51
515,0,0
3114,1,32
396,76,1500
4096,11,285
766,1,35
3993,0,0
2294,12,254
2039,4,205
2440,7,187
543,3,60
2095,3,63
2131,1,32
575,0,0
3838,4,116
613,0,0
523,0,0
1356,5,141
177,2,50
179,3,71
367,7,176
616,9,215
315,7,114
3446,12,391
594,2,32
1033,0,0
387,1,28
262,1,38
3357,8,247
2192,16,544
359,0,0
2434,5,78
541,1,31
3439,0,0
721,12,354
3901,0,0
403,1,28
1441,4,57
2054,5,141
222,1,41
3448,1,27
3449,1,35
3995,12,358
2525,0,0
754,3,52
913,0,0
3356,35,917
418,1,49
2248,0,0
533,0,0
568,2,56
1326,0,0
379,0,0
3770,0,0
4020,1,42
4057,0,0
3445,1,40
351,5,155
3054,3,36
817,4,106
491,0,0
833,1,25
1996,7,267
358,4,107
206,51,1232
375,1,33
738,0,0
602,3,72
467,1,42
3269,2,72
3635,3,54
603,4,127
2443,19,880
3049,5,107
617,2,89
385,8,33
595,0,0
1044,10,242
307,3,77
574,0,0
101,0,0
356,4,190
310,59,1793
3970,3,104
2076,13,697
235,27,518
3514,5,180
1590,3,135
3660,9,374
329,0,0
1314,0,0
2638,3,98
378,3,60
3270,1,46
245,1,33
3636,3,88
2045,9,113
38,38,840
382,1,18
3441,2,70
383,5,98
352,4,39
482,4,77
573,0,0
502,0,0
1066,3,50
2704,5,158
512,0,0
640,0,0
1896,13,359
355,1,67
193,1,34
391,0,0
373,4,99
199,2,66
324,1,46
1826,1,36
2977,5,84
420,1,40
421,0,0
3864,3,111
3833,1,38
312,0,0
824,7,181
3178,3,39
653,5,70
384,3,97
444,2,48
2086,12,55
3947,3,144
225,0,0
582,0,0
510,0,0
1028,3,151
782,4,111
820,1,36
729,2,65
804,5,194
561,11,180
509,2,53
793,18,491
54,12,384
686,4,96
3185,0,0
784,64,1074
2302,7,132
834,1,29
518,8,172
3712,12,299
3789,20,608
3051,5,62
796,3,119
540,3,114
559,4,128
3641,1,40
524,10,229
589,6,50
3453,7,227
1915,8,126
506,1,39
365,4,70
4066,2,89
826,11,237
1154,0,0
3184,4,144
3976,0,0
507,2,62
497,3,96
661,9,174
3227,4,118
706,3,134
2922,1,34
3056,4,126
3109,6,155
3477,8,233
1269,9,176
836,2,70
1025,6,195
806,0,0
503,1,34
586,15,203
4067,1,27
799,3,135
3903,3,61
655,10,134
753,4,189
4064,0,0
1710,15,226
4068,7,159
769,0,0
3053,36,741
530,0,0
2032,5,177
3905,7,94
3180,7,126
758,5,106
1268,0,0
3366,1,34
344,4,104
519,1,44
1862,1,32
3709,8,190
3971,16,180
3634,5,99
604,5,74
504,4,94
486,1,31
764,37,937
4093,1,49
714,7,124
787,10,219
779,5,214
552,13,214
805,13,315
331,12,325
3972,4,123
3785,21,78
522,10,236
2473,1,41
3266,4,110
832,4,154
3364,29,318
212,20,685
637,7,102
816,1,14
632,1,26
492,1,48
990,6,221
3934,5,96
3182,7,136
3714,5,100
3268,6,126
3295,1,29
549,3,65
328,4,169
701,4,155
174,5,161
3836,3,97
493,22,624
342,4,161
590,7,87
182,5,148
702,4,52
3902,7,126
3183,9,192
3,5,219
1958,15,494
477,1,29
336,1,48
644,4,107
3967,0,0
4018,2,64
487,2,63
3166,1,29
690,7,213
558,2,64
3263,3,86
520,3,59
537,9,204
544,6,80
1889,6,138
998,6,191
3645,8,375
720,16,495
970,9,297
992,7,207
1008,14,387
965,11,281
953,11,242
783,21,530
3373,26,639
2104,6,253
673,11,207
3908,7,157
747,8,224
927,19,304
977,10,238
2100,11,445
682,11,382
3452,21,443
771,27,562
791,25,539
981,17,479
1026,13,194
1000,3,95
963,3,123
3975,1,46
906,12,251
987,16,361
946,8,174
993,8,256
1024,7,181
500,18,473
957,6,106
821,15,288
786,7,145
1011,8,273
982,11,359
2923,7,181
750,13,422
508,5,115
1018,8,189
991,16,461
3713,13,545
689,6,202
435,11,244
88,4,146
3369,14,463
2528,8,211
986,9,417
3788,19,290
999,1,48
978,16,604
996,7,187
719,6,142
684,9,232
3996,3,93
995,9,156
666,30,740
3842,12,402
1027,11,246
4045,1,31
3273,0,0
1012,5,116
683,10,323
713,13,228
2006,13,253
697,9,220
693,22,389
1136,3,117
755,6,213
1007,6,166
579,5,168
732,5,142
677,5,76
844,11,162
490,7,136
3716,15,450
1719,6,179
267,39,930
1536,2,77
665,8,92
432,10,272
662,11,241
948,3,84
724,3,72
480,0,0
670,1,41
815,5,78
1010,6,181
698,3,73
672,9,219
733,8,113
1015,13,280
1565,39,856
667,4,85
722,3,89
723,4,97
717,30,398
3974,3,48
708,4,142
681,8,238
2999,8,225
716,9,265
845,25,538
551,5,282
526,0,0
818,10,243
966,8,263
3790,6,192
751,3,60
3023,5,127
825,14,287
479,9,165
704,9,281
474,7,121
499,0,0
830,3,86
3060,9,132
3451,9,177
664,5,128
3719,4,116
823,6,107
707,7,168
757,7,226
798,4,84
4021,1,31
2530,7,264
762,7,219
743,8,170
775,4,106
812,5,94
730,19,320
638,8,184
676,3,96
726,1,27
2892,20,896
1016,5,144
3718,4,78
3436,3,82
671,13,288
498,10,233
780,7,169
679,5,194
476,5,106
770,5,180
718,20,492
725,25,770
1965,3,70
2093,9,137
3904,1,38
1004,7,159
1864,5,161
4022,115,3204
851,68,1798
277,98,1570
862,40,1169
911,62,1735
857,66,1981
858,61,2180
868,35,869
870,30,1444
2410,44,1387
852,55,1333
1941,51,1250
855,88,2687
850,44,1141
1019,27,723
901,61,1720
872,40,1079
3057,43,1154
348,26,471
866,26,539
2708,11,305
878,35,856
875,37,881
877,70,1255
856,24,1043
3977,47,921
864,35,674
1160,44,732
879,15,565
853,30,825
2101,31,766
3997,19,549
1949,31,1159
887,29,828
548,23,485
863,31,935
3372,34,422
1252,20,1026
1636,26,563
883,16,388
931,17,380
511,32,634
936,21,579
871,33,692
438,34,693
2102,24,951
893,25,680
3998,16,445
1022,19,486
876,18,428
888,18,300
1014,16,313
895,30,704
869,24,496
886,18,705
741,11,151
1001,14,299
919,10,270
3643,37,786
848,1,53
907,18,309
928,16,516
892,21,387
663,29,802
859,23,674
874,40,656
896,13,277
3978,16,511
867,29,913
897,23,609
908,21,497
899,26,748
882,16,771
2222,25,518
3840,16,683
1219,17,629
905,17,499
941,23,506
969,27,504
865,55,1043
1017,33,880
912,11,416
3271,19,445
789,4,233
891,54,1263
884,19,557
1003,12,371
942,20,469
3187,32,741
914,21,458
984,18,495
952,25,747
709,14,327
944,23,414
4044,14,545
674,11,387
881,10,583
954,20,658
894,20,389
951,27,474
916,7,214
2010,28,673
2091,29,879
976,47,1606
1002,22,459
880,13,348
889,13,336
973,10,230
997,18,625
660,17,268
909,18,470
947,7,301
1520,8,266
937,23,473
898,9,307
922,15,404
2103,15,379
988,10,276
902,9,247
3189,35,1090
3042,60,1016
2465,9,130
967,11,428
688,17,417
776,34,637
2049,16,381
1695,14,583
814,9,228
669,8,413
3907,9,218
1006,20,414
920,11,397
934,11,318
761,20,735
958,11,237
975,12,248
939,18,463
1013,12,349
904,13,567
994,31,607
924,10,194
3188,25,519
685,15,290
2529,18,574
949,7,110
890,19,374
3720,9,180
983,8,412
923,9,241
955,10,394
971,15,508
445,0,0
