产品SKU,订单产品数量,订单产品收入
1743,3,174
1975,7,209
2167,4,100
2795,0,0
118,1,28
276,1,35
2182,15,335
434,0,0
200,0,0
1213,6,187
124,1,44
968,2,71
3364,13,274
464,3,75
646,0,0
421,0,0
28,1,41
4201,0,0
2638,1,42
311,0,0
3989,2,42
140,1,33
4203,0,0
2523,7,155
4135,0,0
810,0,0
144,0,0
1681,4,122
1686,21,671
179,1,27
250,3,99
429,0,0
473,0,0
181,1,24
653,3,55
349,1,41
443,1,41
384,3,96
184,1,47
629,3,77
4065,6,33
1888,11,234
1891,3,78
190,0,0
449,1,44
1748,0,0
58,4,192
268,1,30
4043,0,0
3893,11,264
310,44,974
2393,26,1407
273,1,41
1187,21,440
1595,10,390
764,36,1010
126,7,222
339,0,0
359,2,78
2256,15,399
2260,35,826
4113,4,180
439,3,84
139,3,78
3048,0,0
3437,0,0
291,0,0
34,0,0
1388,1,49
652,1,20
3265,0,0
151,4,60
351,1,24
408,1,44
2056,1,31
4042,1,6
44,5,20
155,7,43
156,1,7
304,4,38
4095,16,396
316,0,0
96,0,0
1501,0,0
2114,1,33
53,1,40
3255,3,97
450,1,45
412,0,0
1752,15,360
459,3,125
197,4,130
2180,0,0
2085,0,0
2968,2,80
3426,17,394
1220,16,469
1814,0,0
375,1,43
3708,13,360
396,17,695
376,1,40
3046,0,0
4080,7,142
3928,5,110
329,1,45
1326,0,0
243,3,58
2069,2,54
2072,0,0
378,0,0
175,0,0
2285,11,237
83,38,630
1846,0,0
470,1,37
312,1,31
2440,1,31
37,0,0
2048,0,0
38,32,421
1942,5,240
90,1,25
3171,1,21
1945,1,58
91,2,72
617,1,40
3446,1,43
4054,1,5
255,0,0
225,0,0
1472,0,0
657,0,0
308,1,47
607,1,34
554,2,68
336,1,27
621,7,238
1915,6,142
528,2,90
239,0,0
360,0,0
557,11,149
588,2,86
533,2,60
523,0,0
1314,0,0
4204,1,27
209,3,135
4082,7,89
471,1,38
472,1,30
3267,5,130
628,8,130
352,4,27
2086,5,16
224,13,74
502,1,26
563,1,26
631,4,54
1033,2,97
452,0,0
512,0,0
3447,0,0
456,1,25
539,0,0
467,2,78
721,5,121
1356,0,0
3901,3,98
3529,1,29
403,1,24
616,1,27
222,1,35
3183,3,66
846,3,26
409,5,25
333,0,0
553,1,23
594,1,18
4046,15,354
262,0,0
1066,1,41
640,0,0
575,1,34
355,2,121
857,0,0
2098,4,99
1547,1,32
564,2,102
372,1,32
193,0,0
373,3,59
3107,8,113
3838,4,109
1590,0,0
279,8,201
206,32,901
418,2,83
73,0,0
2977,1,42
647,1,24
397,0,0
362,1,50
568,0,0
1662,7,138
2651,1,35
344,0,0
2054,1,34
3054,8,105
536,2,59
4205,1,32
253,5,128
368,1,37
303,4,27
545,1,49
618,0,0
2385,1,47
576,3,85
356,0,0
4000,19,379
1111,1,49
514,3,83
1764,24,977
391,1,43
1996,9,137
1913,10,452
12,1,48
1792,36,683
3114,3,135
1604,2,101
487,1,23
172,3,67
2423,19,533
328,0,0
401,1,40
212,10,247
3405,0,0
4020,0,0
405,3,89
2672,24,543
542,5,114
183,2,79
350,0,0
3441,1,27
4206,0,0
430,1,37
3526,3,73
431,2,40
3448,0,0
4060,6,35
3947,0,0
4119,2,116
546,0,0
573,1,23
227,0,0
49,0,0
595,3,30
188,1,23
4017,0,0
3051,4,83
521,4,120
1268,2,67
3439,0,0
4207,1,37
638,3,97
219,9,296
627,4,102
3449,2,50
2381,1,48
3827,3,82
1154,1,51
3185,2,50
1269,4,86
650,5,138
519,1,33
637,3,95
582,0,0
769,2,77
632,1,17
793,9,208
2131,4,104
586,14,388
754,5,138
2709,3,120
504,1,25
1823,0,0
3184,1,44
613,4,94
330,1,26
177,1,39
743,4,118
581,5,139
589,3,30
3268,9,145
826,10,207
2892,25,617
516,1,39
4185,1,48
380,1,35
2526,1,23
993,5,178
661,7,135
520,3,80
590,1,14
552,5,165
3182,3,70
543,4,67
3972,8,196
482,3,57
620,1,42
477,1,37
236,21,604
3295,1,38
4208,3,96
2248,3,96
540,1,36
762,7,134
1693,1,45
3714,4,83
3049,4,116
669,1,47
832,1,33
1785,0,0
3053,15,543
4183,0,0
645,1,48
173,5,95
340,4,132
558,0,0
3263,1,36
342,3,88
244,1,33
4057,1,39
3903,0,0
2045,3,116
2443,26,503
779,1,38
3365,7,178
3971,7,102
537,4,89
1958,4,154
323,0,0
515,2,75
486,3,58
758,1,39
417,0,0
3660,8,335
532,1,47
3859,0,0
379,1,35
2521,1,33
4158,3,103
2302,9,153
678,3,73
3178,3,57
299,1,18
4139,6,145
307,0,0
3338,6,171
2764,7,194
597,2,67
503,5,151
2142,1,41
1542,4,158
492,1,26
324,1,28
644,1,36
3166,2,52
549,1,32
587,0,0
420,1,38
649,1,28
3179,2,64
468,0,0
3993,1,47
4064,1,49
3531,2,74
3936,3,79
4138,0,0
4209,0,0
427,3,98
2039,2,102
182,5,108
331,6,195
571,11,192
385,6,26
3817,1,27
510,0,0
574,1,30
101,0,0
491,1,30
457,0,0
321,2,71
833,6,173
643,1,23
990,13,522
2504,3,90
4184,0,0
636,1,39
80,1,26
3561,6,227
506,5,85
2094,0,0
2518,1,42
424,0,0
3635,1,30
3636,2,73
2324,3,76
3227,3,99
382,1,17
218,2,77
315,6,165
2095,7,166
811,0,0
3433,3,84
185,6,90
2520,8,28
3056,5,129
4067,1,33
534,3,87
1010,5,104
3266,11,337
3718,1,44
1016,6,135
550,3,65
718,2,55
725,2,56
4189,5,112
314,8,190
662,10,280
999,5,114
750,8,223
497,3,132
717,7,134
1565,18,439
757,3,109
1028,2,120
3644,14,334
3436,8,182
4186,5,122
812,8,136
724,10,331
1864,1,35
1965,5,106
267,35,977
3109,4,138
4105,3,92
559,1,34
3645,8,197
910,19,397
704,7,203
474,10,238
3970,6,228
3975,0,0
1136,6,293
3836,0,0
518,5,205
3273,10,175
3976,5,102
654,6,126
2465,9,248
798,4,122
3363,0,0
698,4,97
3412,0,0
730,11,222
3904,3,52
948,10,282
3906,4,82
664,2,63
3785,13,45
2528,0,0
818,2,86
4136,3,55
3023,5,108
841,5,113
2096,2,88
248,10,250
4187,7,181
561,13,140
707,13,201
726,2,49
2093,5,224
2076,12,502
820,1,29
602,1,46
2429,7,81
714,10,212
507,5,107
3565,2,110
490,3,66
825,7,260
3902,11,228
604,4,143
782,4,143
3974,6,151
245,3,100
2531,1,45
1025,8,338
787,7,159
805,12,212
498,8,142
800,5,117
4068,2,60
753,0,0
2922,1,38
667,3,87
3248,8,348
4062,3,76
729,10,267
804,4,76
3712,8,299
605,19,593
829,5,202
3269,3,123
3641,3,54
702,5,92
4188,5,78
3709,10,245
767,1,31
3634,2,74
2140,0,0
830,4,110
834,0,0
3833,9,241
2088,1,33
3180,8,151
544,8,154
676,0,0
483,0,0
387,3,62
766,1,38
738,7,202
541,1,25
3253,3,126
3789,12,378
479,7,117
806,0,0
509,1,27
672,10,292
706,3,87
476,0,0
775,5,103
2192,15,551
4137,1,41
569,1,27
2043,6,167
524,4,102
823,1,29
432,10,330
780,5,218
794,4,102
4096,3,87
614,1,33
836,2,79
496,3,100
3987,2,96
3453,8,292
817,5,75
655,21,220
685,21,599
947,9,163
4044,2,71
989,6,214
1770,19,676
967,9,272
663,39,924
1008,6,209
3908,7,170
905,13,320
980,8,285
3720,5,95
1889,12,231
884,5,219
949,9,216
2010,18,352
880,4,188
963,6,323
898,12,250
2049,16,395
2738,6,170
1520,11,348
3042,22,943
747,11,176
720,19,326
940,13,325
658,17,323
499,0,0
973,6,166
1001,14,326
997,14,547
932,14,391
3374,25,411
4163,3,63
674,7,233
904,23,788
920,12,241
591,2,71
2923,5,89
970,16,328
783,8,171
435,12,487
2103,7,205
69,17,308
934,8,275
791,20,540
4210,0,0
1027,11,377
939,8,192
965,8,306
983,9,248
996,12,425
955,11,337
971,15,376
927,9,253
1013,10,216
1011,2,52
4160,4,119
923,11,365
1006,22,524
1024,7,189
992,6,177
953,3,75
957,10,171
665,4,62
943,5,170
975,7,140
799,5,131
987,1,45
3713,11,220
3984,0,0
4172,3,103
991,29,623
761,6,122
1695,8,182
801,1,49
994,4,104
2100,6,171
347,6,210
693,19,520
1026,5,160
922,8,144
906,2,65
3952,1,30
1000,1,40
2104,10,254
958,2,87
776,13,458
771,11,386
480,7,160
697,2,70
961,26,847
903,7,180
981,8,422
966,7,365
713,6,198
946,2,94
508,9,192
88,12,457
673,5,171
3841,10,338
677,8,207
982,6,182
2530,1,37
998,8,213
3788,5,178
551,8,358
606,11,270
1536,1,46
732,9,384
1007,1,68
688,11,172
666,21,323
2529,6,243
723,2,101
670,5,159
684,9,160
1015,15,336
681,11,210
1018,16,395
741,3,91
815,0,0
1012,5,170
733,5,64
3060,3,86
2739,4,153
675,14,409
1719,2,110
722,5,149
3907,4,90
3719,7,177
500,13,234
796,5,134
797,14,302
1301,11,295
1009,7,167
995,6,243
844,3,84
755,1,38
365,2,52
978,12,344
977,8,132
682,10,455
708,3,82
2237,7,214
777,11,209
786,10,200
3452,15,309
689,8,240
986,4,118
770,1,38
3842,5,161
821,9,411
845,8,195
719,2,79
1004,4,148
3790,14,373
2473,8,242
3716,12,255
686,7,185
526,1,31
4045,2,79
579,2,97
751,6,109
3234,12,487
851,71,1815
277,47,1037
862,36,988
911,41,862
868,38,805
858,46,986
870,63,1470
855,38,1155
854,39,944
828,35,1152
852,42,936
866,37,744
1941,31,666
4140,28,516
850,43,833
3057,30,723
1019,26,774
3977,25,584
853,17,440
1649,31,687
863,12,351
872,33,883
1022,3,159
875,20,647
1949,28,1226
1160,25,738
867,14,452
901,24,772
789,2,88
348,18,628
882,13,578
377,1,21
856,20,733
913,19,635
864,20,563
548,31,640
878,27,999
511,24,584
883,28,547
4165,2,69
848,1,49
3996,10,246
3997,18,374
887,12,619
2101,21,485
2102,29,861
879,7,132
3372,18,316
859,8,151
1214,8,275
2410,33,940
2222,10,372
892,23,490
1014,19,268
877,22,763
886,19,426
936,14,257
3643,21,527
3189,45,1277
952,14,430
1252,21,643
937,16,607
4021,10,297
873,15,499
1636,16,260
919,11,329
897,13,431
931,13,431
869,10,333
4164,16,297
3978,15,427
896,20,443
865,48,1074
888,19,631
3998,11,247
2091,14,460
962,14,425
889,26,610
871,20,478
1097,15,412
928,11,259
1219,13,553
876,22,435
572,3,89
893,18,579
907,19,624
1003,17,413
3840,18,474
874,26,428
814,11,197
709,8,144
944,7,179
909,13,499
1017,22,599
984,4,159
924,9,149
941,23,667
954,10,318
912,12,299
942,10,294
988,12,411
4066,3,149
891,46,879
894,17,265
881,9,197
895,14,509
969,15,228
1087,3,108
3187,30,739
902,8,250
890,18,416
916,4,157
976,63,1719
914,12,253
899,16,476
445,1,50
660,4,151
885,16,436
1002,7,235
861,23,845
908,9,142
935,8,323
1730,1,29
1493,8,201
1032,3,55
2884,1,41
1034,5,152
1035,7,155
1036,4,92
3080,0,0
2537,2,54
2538,2,52
2374,2,68
1044,0,0
1957,1,51
100,0,0
1735,0,0
3355,0,0
1508,19,436
102,0,0
2544,4,88
2462,0,0
4159,0,0
3424,3,130
1746,9,176
2134,3,76
1079,4,161
163,8,140
608,1,31
3647,5,146
1523,8,327
1527,3,82
1754,1,45
1094,1,23
1973,8,215
2560,0,0
3995,13,363
4070,0,0
111,5,136
1761,4,152
269,0,0
712,0,0
1545,1,29
3953,1,43
1902,0,0
3913,2,50
4111,1,25
3941,0,0
3285,0,0
4127,0,0
2390,1,50
59,0,0
1549,9,189
1904,1,49
3850,9,202
2921,0,0
3786,5,145
271,0,0
1906,21,607
1980,0,0
2575,4,118
2890,4,107
1984,19,570
168,13,335
2466,4,169
196,3,82
485,0,0
