产品SKU,订单产品数量,订单产品收入
258,2,89
353,2,78
2119,3,97
1894,23,413
191,0,0
107,3,91
1748,1,41
109,1,46
1522,3,118
412,0,0
271,0,0
322,2,73
357,0,0
118,0,0
1986,17,662
1141,7,254
1992,0,0
392,15,603
13,6,306
2512,6,210
1182,30,1083
1220,21,530
3023,1,33
2021,5,145
1240,15,479
2025,1,47
2505,1,17
2280,1,45
439,2,63
244,1,30
441,0,0
88,16,506
147,14,395
250,2,66
298,1,34
180,1,33
2332,4,178
149,0,0
349,1,31
3709,1,40
91,0,0
2086,6,30
3261,1,9
303,4,35
526,0,0
93,0,0
259,5,210
410,1,33
1044,2,90
1735,2,83
1960,0,0
102,0,0
1963,4,124
266,0,0
192,0,0
1761,16,446
1767,0,0
166,3,78
272,1,25
273,3,68
275,0,0
3205,4,197
1780,23,503
393,2,51
281,7,155
68,4,138
968,1,39
3299,7,267
2229,2,86
71,0,0
437,11,395
1236,9,286
797,0,0
1814,1,34
172,2,54
74,0,0
3175,7,228
3359,32,817
3527,0,0
2729,1,54
3349,7,185
2510,3,69
243,3,72
2517,1,34
1348,0,0
426,3,55
33,0,0
1672,1,40
1378,3,145
2037,18,650
144,1,31
1851,22,593
345,3,103
35,5,140
3224,1,46
37,0,0
3159,3,54
382,1,24
181,0,0
90,1,23
3265,1,27
1704,0,0
42,0,0
151,1,35
350,1,26
2054,3,77
2057,4,34
155,2,11
618,0,0
1882,0,0
227,0,0
96,1,19
187,0,0
1496,4,147
583,15,269
260,3,141
1501,1,45
3,6,208
230,0,0
1892,15,342
5,4,127
449,0,0
451,1,44
263,4,108
2748,8,333
734,0,0
1973,7,293
598,2,88
3239,1,42
1549,9,238
1768,3,148
168,18,333
235,12,329
169,0,0
198,9,163
3356,72,1053
65,0,0
1920,1,45
1921,3,83
1801,8,312
1804,1,27
1812,1,29
2019,1,38
1925,0,0
131,0,0
132,4,150
1820,7,297
556,24,981
287,1,24
1626,9,230
1629,7,336
328,0,0
3348,5,95
2427,0,0
1321,7,299
81,0,0
2434,2,53
30,0,0
2990,2,90
139,3,119
175,1,48
1662,3,79
2077,0,0
1357,0,0
2733,4,112
2036,1,27
1370,7,281
214,0,0
1858,0,0
1940,10,288
1943,1,29
148,0,0
299,1,18
183,0,0
2682,1,28
1947,0,0
1875,1,12
2060,0,0
2520,5,25
445,3,97
446,1,20
1475,0,0
256,0,0
1885,1,26
372,2,59
391,1,48
1984,44,789
434,0,0
528,0,0
124,0,0
417,0,0
2022,1,42
376,0,0
3249,7,237
602,2,52
342,0,0
177,2,91
179,1,25
407,0,0
590,1,11
2090,3,87
3047,3,73
3433,2,68
385,13,63
2522,8,44
545,0,0
1476,1,32
189,0,0
318,3,141
634,1,37
3447,0,0
1023,0,0
565,7,119
900,11,372
2406,1,29
337,2,65
463,2,51
22,0,0
397,0,0
361,1,39
3519,4,98
329,2,90
3137,2,62
2997,1,39
289,3,111
3635,0,0
3636,1,34
2035,10,195
34,0,0
346,2,95
294,1,40
428,0,0
472,3,96
552,9,148
222,4,136
352,5,25
304,1,7
1497,1,33
1057,27,1483
605,27,1176
1083,0,0
57,22,646
1975,25,709
309,1,37
114,37,1068
197,9,238
199,3,78
3390,1,38
579,0,0
23,2,54
207,1,29
557,7,240
421,0,0
422,1,42
488,5,134
2425,0,0
400,3,90
208,1,32
2527,2,52
471,1,27
406,2,75
3171,1,28
443,3,49
408,2,75
184,3,70
3446,1,30
255,1,6
562,1,43
736,0,0
831,0,0
306,1,18
229,1,30
101,0,0
3255,2,82
2549,14,511
452,1,21
454,1,41
268,1,46
1547,9,190
2958,1,41
952,1,38
3710,2,87
621,23,489
838,0,0
1202,5,137
3426,19,576
239,0,0
73,1,39
75,1,38
1255,0,0
647,2,95
28,0,0
2272,1,56
624,0,0
467,6,150
3436,1,35
140,1,38
210,1,31
2903,1,28
3048,0,0
3439,0,0
2518,0,0
343,0,0
403,0,0
2905,10,235
1939,0,0
3711,1,34
1868,2,73
1946,1,41
383,3,93
3712,1,41
430,1,46
2095,3,126
225,0,0
386,0,0
226,0,0
657,0,0
257,3,95
1,0,0
2,0,0
4,1,25
2745,5,161
1893,1,40
3083,3,82
2776,1,34
2703,1,43
3259,2,84
56,10,276
112,2,52
2157,7,124
564,8,146
1905,4,140
924,1,32
1129,0,0
2796,3,77
3163,1,25
1985,15,253
1599,0,0
395,3,56
1218,20,506
1805,11,322
171,1,28
77,0,0
399,0,0
3521,4,98
